id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,out,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress,block_offensive,block_deflection,block_save_block,under_pressure,off_camera
0956fb0f-9b11-4476-94f3-e970ed579b46,1596,1,00:41:10.862,41,10,Block,63,Argentina,From Keeper,,Colombia,Johan Andrés Mojica Palacio,Left Back,"[11.4, 17.3]",0.0,['222b78b0-2ad8-46d7-a16c-f4d0045eed89'],3943077,779,769,5691,,,,,,
ca1718e4-668b-4d6b-8131-62d0402d2fb9,1620,1,00:41:31.628,41,31,Block,63,Argentina,From Keeper,,Argentina,Ángel Fabián Di María Hernández,Left Midfield,"[88.8, 10.6]",0.0,['cb7c8d63-ad36-465c-b2d3-b90e07bdeb3a'],3943077,779,779,2995,True,,,,,
82b9036a-ca3e-4ec0-a279-589cb30babdf,1631,1,00:41:43.156,41,43,Block,63,Argentina,From Keeper,,Colombia,Johan Andrés Mojica Palacio,Left Back,"[12.4, 17.3]",0.0,['c28924b0-a4a6-4ca0-9955-6ee037609048'],3943077,779,769,5691,,,,,,
c799d351-e396-4519-9c13-e23df39787dc,1854,2,00:01:26.421,46,26,Block,73,Colombia,Regular Play,,Argentina,Julián Álvarez,Left Center Forward,"[78.8, 76.3]",0.0,['9084f3a5-3fb1-41b3-9ca5-f686cb7d9fb5'],3943077,769,779,29560,,,,,,
d5cb30e9-d3f4-4a11-bf7b-ca2cfbbb7765,1872,2,00:01:47.271,46,47,Block,74,Colombia,From Keeper,,Argentina,Rodrigo Javier De Paul,Right Midfield,"[31.8, 52.1]",0.0,['e7c54cb4-2fba-45d8-8394-e3e823fe191a'],3943077,769,779,7797,,,,,,
d2b4e01c-e875-463c-b4fb-d6284ffa4a78,1931,2,00:03:02.359,48,2,Block,75,Argentina,From Goal Kick,,Colombia,Camilo Andrés Vargas Gil,Goalkeeper,"[10.3, 52.0]",0.0,,3943077,779,769,27225,,,,,,
f3352d19-53bc-4212-8f14-7d144a3995df,2106,2,00:08:12.504,53,12,Block,85,Colombia,Regular Play,True,Argentina,Rodrigo Javier De Paul,Right Midfield,"[20.0, 54.3]",0.0,['a8b4baa8-b879-4102-b275-7923a04b6c51'],3943077,769,779,7797,,,,,,
cffd2234-c3bc-4e6f-81be-96e14343fe53,2177,2,00:11:44.176,56,44,Block,89,Argentina,From Free Kick,,Colombia,Carlos Eccehomo Cuesta Figueroa,Left Center Back,"[11.0, 44.3]",0.0,['350a49bc-6914-4b3f-8e0f-508260a10c84'],3943077,779,769,28567,,,,,,
075b8e46-4b4c-4cc2-b032-8a077e98ff49,2192,2,00:11:53.419,56,53,Block,89,Argentina,From Free Kick,,Colombia,Johan Andrés Mojica Palacio,Left Back,"[8.4, 25.8]",0.0,['9b963d68-29c3-4db0-9dcf-03abdde6dece'],3943077,779,769,5691,,,,,,
9d0e2797-25f6-4e48-b30e-28fe6c8dcc93,2208,2,00:12:04.894,57,4,Block,89,Argentina,From Free Kick,,Colombia,Johan Andrés Mojica Palacio,Left Back,"[13.5, 15.9]",0.0,['de70162c-eb95-44cf-8f65-4263666139c9'],3943077,779,769,5691,,,,,,
163ab863-d431-46a8-aabc-dfcd58f925e0,2209,2,00:12:05.001,57,5,Block,89,Argentina,From Free Kick,,Argentina,Gonzalo Ariel Montiel,Right Back,"[108.3, 65.2]",0.0,,3943077,779,779,28263,,,,,,
dcd50d65-83db-4487-aca3-570be86d012b,2327,2,00:17:19.120,62,19,Block,96,Argentina,From Goal Kick,,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[84.1, 5.8]",0.0,['5a59a073-b5c0-4a53-bef4-8ef7f3778e1e'],3943077,779,769,27277,,,,,,
8af5469f-cc1f-4397-9af3-6fb5253e4f49,2339,2,00:17:45.020,62,45,Block,97,Argentina,From Free Kick,,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[57.0, 7.4]",0.0,['e2248fad-41a5-4bcf-9dbd-9b1ef7a44985'],3943077,779,769,27277,,,,,,
8480e1bb-7fbd-4585-8498-0b486b392fe5,2361,2,00:18:02.456,63,2,Block,98,Colombia,Regular Play,True,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[8.4, 20.9]",0.0,['a861f21f-1c63-4e2e-89ce-2b1be89bb36e'],3943077,769,779,5507,,,,,,
a1580c51-73e7-4bcd-8a53-1b9f4965b12b,2380,2,00:21:13.480,66,13,Block,100,Argentina,From Keeper,,Colombia,Santiago Arias Naranjo,Right Back,"[8.8, 60.5]",0.0,['e133a721-6a30-4810-b7ca-65424605bd3e'],3943077,779,769,5696,,,,,,
4752b6c6-0142-40eb-a838-4df2544234ea,2586,2,00:29:21.786,74,21,Block,110,Colombia,Regular Play,,Argentina,Alexis Mac Allister,Left Center Midfield,"[38.2, 21.4]",0.0,['8a9d55b7-35b5-4f33-b9d3-1b1ec7da1984'],3943077,769,779,27886,,,,,,
07a94e93-7546-4822-9e10-a51ceb120a75,2680,2,00:32:08.171,77,8,Block,114,Argentina,Regular Play,True,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[108.9, 3.8]",0.0,['08536936-494d-4415-820a-871d8e9dadac'],3943077,779,769,27277,,,,,,
6edda3e3-e4e1-4440-95d7-2cce3e1c2347,2683,2,00:32:39.802,77,39,Block,115,Argentina,From Throw In,,Colombia,Johan Andrés Mojica Palacio,Left Back,"[96.6, 2.9]",0.0,['4270e1fd-18f0-43c0-96a3-6f9b5707b4e2'],3943077,779,769,5691,,True,,,,
f0e4525a-a947-49e3-994c-3982074b20ef,2792,2,00:36:44.355,81,44,Block,120,Colombia,From Free Kick,,Argentina,Alexis Mac Allister,Left Center Midfield,"[15.9, 50.8]",0.0,['2593d42f-61d2-4e50-a811-e92d8aa1246b'],3943077,769,779,27886,,,,,,
6b1c8651-90dd-44ac-86a8-707e377c0497,2984,2,00:45:14.968,90,14,Block,134,Colombia,From Throw In,,Argentina,Rodrigo Javier De Paul,Right Center Midfield,"[103.4, 71.8]",0.0,['6975c261-706f-4c3a-9c97-654a5532f5cc'],3943077,769,779,7797,,,,,,
e32e1ac3-4f29-489f-baef-1c03ce9e8dec,2997,2,00:45:22.783,90,22,Block,134,Colombia,From Throw In,,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[53.9, 36.6]",0.0,['85a511f1-fbe7-472f-8d17-ce3e4ac8e26c'],3943077,769,769,28266,,,True,,,
6be0332f-d168-4730-b679-05b5ad6a4239,3021,2,00:45:40.903,90,40,Block,135,Argentina,Regular Play,,Argentina,Rodrigo Javier De Paul,Right Center Midfield,"[104.2, 77.2]",0.0,['d5d833fd-ac7e-4500-801f-c54c01aefa8d'],3943077,779,779,7797,,,,,,
ad05d715-c42d-4d1c-8681-170c58826158,3022,2,00:45:41.050,90,41,Block,135,Argentina,Regular Play,True,Colombia,James David Rodríguez Rubio,Center Attacking Midfield,"[13.5, 3.2]",0.0,,3943077,779,769,5695,,,,,,
9f802d6d-1b34-4f16-8f4c-af2d1af75123,3031,2,00:46:03.035,91,3,Block,136,Argentina,From Throw In,True,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[14.8, 4.1]",0.0,['e51c02eb-61e0-48c1-86ab-a9c02a397e54'],3943077,779,769,27277,,,,,,
45ae79ba-b64b-487d-b378-cee1abc1f846,3271,3,00:03:43.904,93,43,Block,153,Argentina,From Keeper,,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[77.7, 9.3]",0.0,['a3dc98a3-d44a-45d7-8d52-0e48722454f3'],3943077,779,769,28266,,,,,,
97ae239d-6c8b-47c0-b080-fbdb9ec90701,3341,3,00:05:10.477,95,10,Block,155,Colombia,From Keeper,True,Argentina,Enzo Fernandez,Center Defensive Midfield,"[8.3, 22.0]",0.0,['167883d5-f4f4-452d-99cd-b7c4c2e8a51d'],3943077,769,779,38718,,,,,,
0d253e51-e953-46a2-b535-7090ccf4603b,3350,3,00:06:50.883,96,50,Block,156,Colombia,From Throw In,,Argentina,Lautaro Javier Martínez,Center Forward,"[28.2, 38.7]",0.0,['8e646e66-6115-43ef-8d1a-0e0f8ee26902'],3943077,769,779,11456,,,,,,
b8b0f2f7-db70-4b42-98dd-046d4bdabc58,3467,3,00:11:00.573,101,0,Block,168,Colombia,Regular Play,,Argentina,Cristian Gabriel Romero,Right Center Back,"[19.6, 40.0]",0.0,['d327a266-2c08-4c75-8e11-fc83ebdb51e1'],3943077,769,779,20572,,,,,,
797af42d-6dfe-4932-8dff-81f312be1090,3480,3,00:11:54.490,101,54,Block,169,Argentina,Regular Play,True,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[84.6, 4.3]",0.0,['c5dd4d9c-9d76-460d-b1c7-9fa95ffe5c3b'],3943077,779,769,27277,,,,,,
cbc32bc2-97f3-4ed1-b2a7-afdcfe33dd12,3788,4,00:03:41.857,108,41,Block,186,Colombia,From Throw In,True,Argentina,Lisandro Martínez,Left Center Back,"[10.8, 51.5]",0.0,['94c60bbb-c4c4-471f-8d72-9198488b2fc5'],3943077,769,779,27768,,,,,,
29dd235f-6fc5-461b-8b5c-da31d6652811,3798,4,00:04:39.534,109,39,Block,188,Colombia,From Throw In,True,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[12.1, 3.8]",0.0,['2ce572e0-95d4-4527-8a38-d4a282c33272'],3943077,769,779,5507,,,,,,
b9fceab0-8335-4396-91f6-c1bc551524df,3974,4,00:13:57.302,118,57,Block,199,Colombia,From Throw In,,Argentina,Lautaro Javier Martínez,Center Forward,"[71.5, 3.4]",0.0,['73f90a39-1357-428f-9c15-c5cb0abdbc03'],3943077,769,779,11456,,,,,,
614acd2e-c85c-4c89-be47-213bb55c7dae,97,1,00:01:22.096,1,22,Block,6,Uruguay,Regular Play,True,Uruguay,Sebastián Enzo Cáceres Ramos,Left Center Back,"[8.7, 2.8]",0.0,['3a67e144-0c7d-4d4e-a708-75b9a2f4deed'],3943076,783,783,35690,True,,,,,
0f149277-2361-471e-aa03-1ebfd0bdb779,175,1,00:05:15.566,5,15,Block,14,Uruguay,Regular Play,,Canada,Alistair Johnston,Right Back,"[49.4, 76.5]",0.0,['0c50ef17-d3b8-480e-930e-1cc77ad963d7'],3943076,783,1833,44703,,,,,,
3c376c8c-53b6-41bc-8579-d542cf597faa,207,1,00:07:14.466,7,14,Block,19,Uruguay,From Free Kick,True,Canada,Mathieu Choiniere,Left Defensive Midfield,"[17.5, 47.9]",0.0,['4663e026-02b5-47d1-877c-1ed1f770f8dd'],3943076,783,1833,18639,,,,,,
ccdf4bc5-0ed3-4306-93a2-70bb6a5b2eb9,320,1,00:10:10.392,10,10,Block,25,Uruguay,Regular Play,,Canada,Ismael Koné,Right Defensive Midfield,"[93.6, 77.1]",0.0,['58b2e43f-65f8-4522-b95b-d49374c31124'],3943076,783,1833,133229,,,,,,
d6d4948e-9091-4daa-9891-b30a43b46220,331,1,00:10:20.345,10,20,Block,26,Canada,Regular Play,,Uruguay,Federico Santiago Valverde Dipetta,Left Center Midfield,"[44.6, 8.6]",0.0,['eefacd69-fe24-4160-841b-dca44091fcc8'],3943076,1833,783,6773,,,,,,
02f62206-61a1-44c1-bc77-e416125dd235,476,1,00:15:32.562,15,32,Block,32,Uruguay,From Throw In,,Uruguay,José María Giménez de Vargas,Right Center Back,"[32.5, 21.1]",0.0,['519124bd-af98-41b6-b10f-9dedf778d11f'],3943076,783,783,5259,True,,,,,
3715391b-9332-46ec-bfdb-f0ade115de1e,563,1,00:17:28.371,17,28,Block,37,Uruguay,From Throw In,,Uruguay,Manuel Ugarte Ribeiro,Center Defensive Midfield,"[28.7, 39.0]",0.0,['571969cf-25ea-4fa3-ab62-57772eb87683'],3943076,783,783,36659,,,,,,
a89f779c-24fc-47b5-8863-f2144173f02f,674,1,00:19:53.768,19,53,Block,41,Canada,From Throw In,,Uruguay,José María Giménez de Vargas,Right Center Back,"[48.5, 71.2]",0.0,,3943076,1833,783,5259,,,,,,
f7de4442-d946-4bbf-95ef-1dff34249943,777,1,00:25:11.166,25,11,Block,46,Canada,Regular Play,True,Uruguay,Sebastián Enzo Cáceres Ramos,Left Center Back,"[26.0, 6.1]",0.0,['0deb66f0-7e2a-4507-8a27-0b89a56941f4'],3943076,1833,783,35690,,,,,,
af9348d9-4929-4463-9e6e-1186a85797e0,796,1,00:27:28.770,27,28,Block,49,Canada,From Throw In,,Uruguay,Darwin Gabriel Núñez Ribeiro,Center Forward,"[93.6, 65.3]",0.0,['4661a605-ced7-4d4a-94ea-2226d881a2ae'],3943076,1833,783,32478,,,,,,
4d8e118d-0f99-41b8-ab2f-11ebbc41236b,810,1,00:27:36.507,27,36,Block,49,Canada,From Throw In,,Uruguay,Manuel Ugarte Ribeiro,Center Defensive Midfield,"[98.0, 58.1]",0.0,['17892c02-27ee-4bd0-bc75-1fc74dfb58b1'],3943076,1833,783,36659,,,,,,
99858c26-0159-4958-90bd-441baf6cb92a,867,1,00:28:37.001,28,37,Block,50,Uruguay,From Throw In,,Canada,Alistair Johnston,Right Back,"[64.0, 72.9]",0.0,['778599f3-e4b6-40fb-b7fa-88abd0661f4d'],3943076,783,1833,44703,,,,,,
8e0186de-6553-4006-b279-a50e13f3d160,868,1,00:28:37.322,28,37,Block,50,Uruguay,From Throw In,,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[51.8, 7.8]",0.0,,3943076,783,783,34476,,,,,,
fad42a38-fc31-494a-be9a-e427a432cd46,896,1,00:29:02.107,29,2,Block,51,Canada,Regular Play,,Canada,Ismael Koné,Right Defensive Midfield,"[96.6, 40.3]",0.0,['81d5603a-ab6e-4e1a-ac06-732ddf956b4d'],3943076,1833,1833,133229,,,,,,
8660682d-7cfe-4e0d-b951-2387b1a0c752,940,1,00:29:31.911,29,31,Block,53,Uruguay,Regular Play,True,Canada,Richie Laryea,Left Back,"[79.5, 12.7]",0.0,['f99071ee-52dd-4a06-8f8b-ad1a35d2e777'],3943076,783,1833,16120,,,,,,
3926ec6a-b268-464d-ae27-a034f04c6bb5,994,1,00:31:39.774,31,39,Block,57,Uruguay,From Goal Kick,True,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[45.8, 74.0]",0.0,['f59abdcc-b312-460c-92f9-d8eca764626c'],3943076,783,783,36288,,,,,,
38e2a4cb-6f0b-49d4-9dbf-30e16d797157,1035,1,00:32:33.622,32,33,Block,59,Canada,From Throw In,,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[35.8, 71.6]",0.0,['c9d9f9a3-90a9-46c0-935f-ced40e23a277'],3943076,1833,783,5247,,,,,,
c1329197-516b-4242-a970-fe857ef090ce,1145,1,00:34:52.060,34,52,Block,65,Canada,Regular Play,,Canada,Jonathan Osorio,Center Attacking Midfield,"[80.7, 20.3]",0.0,['fa75e5e6-db25-468e-9d96-79a01e263cb4'],3943076,1833,1833,12770,,,,,,
034c45b0-7326-4831-9cd4-4501112b6b9f,1146,1,00:34:52.121,34,52,Block,65,Canada,Regular Play,,Uruguay,Rodrigo Bentancur Colmán,Right Center Midfield,"[38.3, 60.6]",0.0,,3943076,1833,783,5260,,,,,,
bd85c885-ce00-4c8f-b4f8-57a38fce5782,1243,1,00:39:17.953,39,17,Block,72,Canada,From Corner,True,Uruguay,José María Giménez de Vargas,Right Center Back,"[6.7, 30.5]",0.0,['f7874563-65bc-49d1-966e-cac3f7e824c4'],3943076,1833,783,5259,,,,,,
5a25b935-9f67-43bb-9c2e-c2df8361146d,1316,1,00:41:27.265,41,27,Block,76,Uruguay,From Goal Kick,,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[79.9, 28.7]",0.0,['413753c6-0f07-46dc-9b12-0917560793d3'],3943076,783,1833,224603,,,True,,,
978b0b27-52da-4c52-9da0-271997a52724,1329,1,00:41:36.010,41,36,Block,76,Uruguay,From Goal Kick,,Uruguay,Sebastián Enzo Cáceres Ramos,Left Center Back,"[21.3, 39.3]",0.0,['85b6e84d-1915-40ce-9b5f-2d86e42b923d'],3943076,783,783,35690,True,,,,,
208fc4ea-7554-4a67-80f9-150c4b42c78d,1365,1,00:42:59.026,42,59,Block,79,Canada,Regular Play,True,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[1.9, 37.4]",0.0,['fdae516b-5f12-432e-8772-c200f89f25a5'],3943076,1833,783,5247,,,,True,,
979602f1-2561-4314-8fa9-48893e69e0be,1416,1,00:44:45.493,44,45,Block,81,Canada,From Throw In,,Uruguay,Rodrigo Bentancur Colmán,Right Center Midfield,"[69.9, 60.9]",0.0,['14d074df-0b6c-4b03-8b17-665e9f495268'],3943076,1833,783,5260,,,,,,
ce3b1cb8-96bf-4e36-a03f-59a36439e7bb,1894,2,00:12:59.914,57,59,Block,117,Canada,Regular Play,,Uruguay,Federico Santiago Valverde Dipetta,Right Center Midfield,"[78.0, 45.9]",0.0,['9597f427-4f1d-4a4f-8385-240791c7127a'],3943076,1833,783,6773,True,,,,,
036a3ed8-bee0-481f-9545-17514a5bfc6b,1947,2,00:14:45.697,59,45,Block,120,Uruguay,From Throw In,,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[87.2, 2.4]",0.0,['95d94325-93fc-417f-a861-70ad57f32ab0'],3943076,783,1833,224603,,,,,,
ba7a5445-1884-40a7-9817-f22642f33944,2066,2,00:18:38.134,63,38,Block,130,Canada,From Free Kick,True,Uruguay,Paul Brian Rodríguez Bravo,Right Wing,"[3.0, 77.1]",0.0,['d20f652b-d421-4f97-bd31-9183eec56362'],3943076,1833,783,30736,,,,,,
6d58889b-c212-451e-aaad-de043b5a6d91,2072,2,00:18:53.874,63,53,Block,131,Canada,From Throw In,True,Uruguay,Paul Brian Rodríguez Bravo,Right Wing,"[5.6, 73.3]",0.0,['9d9e28bf-10da-423e-9de7-b7b305205aa0'],3943076,1833,783,30736,,,,,,
2f7bc531-498f-4967-aa89-d08f37f4d452,2077,2,00:19:30.024,64,30,Block,132,Canada,From Corner,,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[6.4, 45.4]",0.0,['020982cf-8119-4171-92b2-d077494f42a8'],3943076,1833,783,5247,,,,,,
f30a5c13-9863-4c4a-a20c-087f25437e62,2199,2,00:23:34.805,68,34,Block,141,Uruguay,From Throw In,,Canada,Derek Cornelius,Left Center Back,"[31.8, 5.7]",0.0,['8b2e03df-2ab3-4a0e-94ee-d3512d89b06b'],3943076,783,1833,23760,,,,,,
ca4a4e71-fed9-4ebd-96cd-d6c170c98378,2225,2,00:24:06.865,69,6,Block,143,Uruguay,From Throw In,True,Canada,Derek Cornelius,Left Center Back,"[7.1, 34.5]",0.0,['ebfac34c-99d5-41cd-bba1-4bc6ef3c2a3e'],3943076,783,1833,23760,,,,,,
409c731e-58c4-4c7c-a2e9-b07d29faaee4,2254,2,00:25:12.958,70,12,Block,146,Canada,From Keeper,True,Uruguay,José María Giménez de Vargas,Right Center Back,"[21.1, 46.0]",0.0,['3d18f3e9-bddb-4d5a-b475-132239a0ff3a'],3943076,1833,783,5259,,,,,,
bae18201-e565-4a3d-8bd1-d8c40ab198ae,2340,2,00:29:58.932,74,58,Block,155,Uruguay,From Throw In,,Canada,Jacob Shaffelburg,Left Wing,"[25.6, 4.1]",0.0,['4edc6e3d-6d86-43f5-b894-a2f6d47bd4cb'],3943076,783,1833,26152,,,,,,
7d0973a4-e392-47e5-8000-afc64621aee3,2358,2,00:30:29.454,75,29,Block,156,Uruguay,From Corner,,Canada,Mathieu Choiniere,Left Defensive Midfield,"[10.5, 36.5]",0.0,['bc58eeff-0fc8-4d99-bd6f-8202d5c3b297'],3943076,783,1833,18639,,,,,,
7c76fcbf-91a2-4658-85cf-3b8e634596af,2387,2,00:31:30.360,76,30,Block,159,Uruguay,Regular Play,True,Canada,Richie Laryea,Right Back,"[4.0, 61.7]",0.0,['17126ba0-ba55-4046-bf12-b222942c48e9'],3943076,783,1833,16120,,,,,,
ef1a1a14-085c-40ba-91ce-8d9acd225306,2395,2,00:32:10.143,77,10,Block,160,Uruguay,From Corner,True,Canada,Ismael Koné,Right Defensive Midfield,"[14.7, 29.6]",0.0,['eb70c1cc-aba6-45cd-a0d2-1d84cc256131'],3943076,783,1833,133229,,,,,,
13999d3c-df72-41ad-9149-5e8a0c605676,2502,2,00:36:57.932,81,57,Block,167,Canada,From Throw In,True,Canada,Jacob Shaffelburg,Left Midfield,"[80.1, 7.1]",0.0,['55192e2f-ad67-48c8-b049-66c59ae73063'],3943076,1833,1833,26152,,,,,,
2afae557-5d7f-44f5-be36-365b8e1999a3,2544,2,00:38:52.837,83,52,Block,172,Uruguay,From Free Kick,,Canada,Liam Millar,Right Midfield,"[62.2, 60.7]",0.0,['d9a69553-fb92-4326-9363-4801444a5e91'],3943076,783,1833,23363,,,,,,
09d72f1d-b37c-4448-aa29-06826d2146c2,2599,2,00:41:31.821,86,31,Block,177,Uruguay,From Free Kick,,Uruguay,Sebastián Enzo Cáceres Ramos,Left Center Back,"[107.9, 43.3]",0.0,,3943076,783,783,35690,,,,,,
203ee53c-4bb5-43b7-b162-401caed26c6f,2687,2,00:44:17.535,89,17,Block,184,Uruguay,Regular Play,True,Canada,Moise Bombito,Right Center Back,"[3.5, 61.9]",0.0,['08f406c7-3aac-49ae-bc33-8dc1388b2a5a'],3943076,783,1833,383250,,,,,,
9887f9c2-4e68-4a02-a20d-52d6b51cf41a,2828,2,00:49:40.933,94,40,Block,193,Canada,From Keeper,,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[68.0, 72.8]",0.0,['a6def292-731b-44b9-aa6e-d3c81ce3110e'],3943076,1833,783,5260,,,,,,
cccd7857-e41e-4e6c-8e09-de2f7cbcff8c,161,1,00:03:33.994,3,33,Block,10,Colombia,Regular Play,,Colombia,Richard Rios Montoya,Right Defensive Midfield,"[72.4, 24.3]",0.0,['1bb0dc56-6d06-4e3e-9a27-5e164ae997b1'],3942852,769,769,49395,True,,,,,
3146b69a-4d34-4071-b859-2feb0a804a2a,339,1,00:07:49.592,7,49,Block,19,Uruguay,Regular Play,True,Colombia,Jhon Adolfo Arias Andrade,Right Wing,"[67.4, 70.2]",0.0,['525efcc8-189c-4ff8-813c-d412152b1818'],3942852,783,769,27277,,,,,,
671e719b-3b11-4c09-8828-aea9244a9bf3,523,1,00:13:47.456,13,47,Block,32,Colombia,From Throw In,,Uruguay,Maximiliano Javier Araújo Vilches,Left Midfield,"[30.6, 11.9]",0.0,['93072d12-e125-4939-841e-9624fb4e8ff8'],3942852,769,783,35492,,,,,,
2b4b02c2-b9ac-4a47-905a-9d2462425a09,542,1,00:13:58.031,13,58,Block,32,Colombia,From Throw In,,Uruguay,Facundo Pellistri Rebollo,Right Midfield,"[28.2, 75.6]",0.0,['6ba0027a-f0b0-44da-b1ec-ed8735facfe9'],3942852,769,783,36288,,,,,,
feeaee34-bcf6-4312-adeb-b1265787da0c,619,1,00:16:35.553,16,35,Block,37,Uruguay,Regular Play,True,Colombia,Jhon Adolfo Arias Andrade,Right Wing,"[73.6, 61.0]",0.0,['aadaf433-413e-4dc1-9522-6e6bc4ced906'],3942852,783,769,27277,,,,,,
37f937c9-dee0-4d64-ba76-e4a9fb977b26,862,1,00:23:57.972,23,57,Block,51,Uruguay,From Free Kick,,Uruguay,Facundo Pellistri Rebollo,Right Midfield,"[115.3, 72.9]",0.0,['120bfeb1-c684-4b5b-bdb6-4efaa9ebec18'],3942852,783,783,36288,True,,,,,
