id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress
81184f56-e177-43b1-a293-7ee31f88b05e,2417,2,00:33:47.460,78,47,Dribbled Past,163,Canada,From Keeper,Uruguay,Federico Santiago Valverde Dipetta,Right Center Midfield,"[57.4, 77.1]",0.0,"['443c153d-1745-4a7a-ad31-9edc6224a2e9', 'f4e8f2eb-dad6-4c0d-80ca-8bba2091081e']",3943076,1833,783,6773,
9d7a6f62-0b70-4445-86da-5010b6a9fa5d,2730,2,00:45:21.066,90,21,Dribbled Past,186,Canada,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[84.1, 50.8]",0.0,"['902b3910-1624-4890-b397-87fea3f7512b', 'ee93b531-abbb-4178-88eb-24294a103641']",3943076,1833,783,5247,True
7ec48cec-e02d-431a-aef6-beaaa24a1ccc,2763,2,00:46:02.425,91,2,Dribbled Past,187,Uruguay,Regular Play,Canada,Derek Cornelius,Left Center Back,"[8.3, 21.0]",0.0,"['02bcde0c-4616-4469-805e-f659b654103b', '34255bff-2ecc-4d14-9e94-dd5a143b85e7', '83ce9724-803b-4f63-89ac-88d3f18102fc']",3943076,783,1833,23760,
50bcca8a-b769-4436-9759-4e8742b4bc61,206,1,00:04:53.790,4,53,Dribbled Past,13,Colombia,From Counter,Uruguay,Sebastián Enzo Cáceres Ramos,Right Back,"[58.8, 76.2]",0.0,"['1e6c57ac-aa2f-4f30-8852-3fcf821d77dc', '5097aa8b-a569-4860-bcba-27fc5cb640d8', 'd0bcb5f8-4470-4e50-934c-c2a1161d3054']",3942852,769,783,35690,True
cfcbd7c1-8c65-48f9-8a32-e4c93a744e50,422,1,00:10:09.396,10,9,Dribbled Past,24,Colombia,From Throw In,Uruguay,Sebastián Enzo Cáceres Ramos,Right Back,"[21.1, 56.2]",0.0,"['55e37d9d-122f-4ab4-b75f-c317c7edd1a4', '817353b9-f342-4102-bb50-d0f1390eaf79']",3942852,769,783,35690,
f3b4f48d-61a1-4946-877b-1aa913f35db6,475,1,00:12:02.741,12,2,Dribbled Past,28,Uruguay,From Throw In,Colombia,Richard Rios Montoya,Right Defensive Midfield,"[28.2, 18.8]",0.0,"['b4474429-2397-46e1-9551-800fc6c7493a', 'c470d8d6-3e14-4bba-9585-83534fa6ed94']",3942852,783,769,49395,
33c3669d-597a-4cd2-b77e-288869133504,604,1,00:16:24.578,16,24,Dribbled Past,36,Colombia,From Free Kick,Uruguay,Sebastián Enzo Cáceres Ramos,Right Back,"[70.2, 71.7]",0.0,"['4e921f13-9fee-46df-889c-c5a16b7f5bae', '9a5204f7-c001-4424-bd94-1d27b9f98e61']",3942852,769,783,35690,
f49c4978-a3ec-4217-81d5-5305dbe29b46,744,1,00:21:26.734,21,26,Dribbled Past,48,Uruguay,Regular Play,Colombia,Richard Rios Montoya,Right Defensive Midfield,"[57.8, 54.4]",0.0,"['14d7d502-5131-4b85-89d1-666c96fc982a', '4a550490-2c01-48bd-9a8e-03b2ef95128d']",3942852,783,769,49395,
65c649f6-4e3f-4dbd-9957-d78f65a4e015,809,1,00:22:43.071,22,43,Dribbled Past,49,Colombia,From Goal Kick,Colombia,Daniel Muñoz Mejía,Right Back,"[76.6, 74.5]",0.0,"['0429019e-e674-4640-a7e8-a93dfc83c00d', 'aa5b2066-21ce-4cf2-bb65-481ce573cfc6']",3942852,769,769,27423,True
bfdf7d27-8d3b-48c0-b8d6-2c43d0bba17d,962,1,00:28:37.358,28,37,Dribbled Past,57,Uruguay,Regular Play,Colombia,Johan Andrés Mojica Palacio,Left Back,"[15.3, 2.9]",0.0,"['1d9e67a0-e973-4efa-ac13-51af23c1e0a2', 'c77ff5e3-6fd6-4961-8d6c-0717b9041b08']",3942852,783,769,5691,
85048465-7c10-43b5-8a69-7be0b4455097,1063,1,00:32:11.895,32,11,Dribbled Past,63,Colombia,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Wing,"[76.6, 12.0]",0.0,"['1c52a8f7-ffdb-42b5-8305-b2fba8daeab9', 'e98999a4-9220-4066-968b-430d6408508a']",3942852,769,769,27158,True
19ea60d5-9349-47f8-9423-4e1df5673ac7,1645,2,00:08:13.272,53,13,Dribbled Past,104,Colombia,From Goal Kick,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing Back,"[12.9, 6.2]",0.0,"['3362ba78-140d-462c-beb3-ed28d6a995ab', '8ec7154a-dcc0-498a-aca6-cf802d4b96de']",3942852,769,783,35492,
b6c7cb2b-7e51-4d6a-b9e8-72b391e36de0,1660,2,00:08:26.465,53,26,Dribbled Past,104,Colombia,From Goal Kick,Uruguay,José María Giménez de Vargas,Left Center Back,"[15.8, 4.3]",0.0,"['786f05e6-20c3-428c-9d41-8d7a9db2f04f', 'b2774c0d-f31b-4062-8ef0-06adeffaf6c1']",3942852,769,783,5259,
1fc81110-dc0e-44ea-92a2-0a371d8fe787,1863,2,00:20:24.674,65,24,Dribbled Past,121,Uruguay,Regular Play,Colombia,Davinson Sánchez Mina,Right Center Back,"[11.4, 72.1]",0.0,"['7578a3f3-825c-49f7-b4ea-76cac023e8e9', '7b2ba0fa-68c1-4ad4-9ab2-cf4f0c191a65']",3942852,783,769,3494,
a5b0e4c2-e8f4-413b-9d3d-9c34281e9b1e,2065,2,00:27:06.020,72,6,Dribbled Past,132,Uruguay,Regular Play,Colombia,Santiago Arias Naranjo,Right Back,"[14.4, 52.5]",0.0,"['038f771b-c24b-43c1-a13d-955e541a26ed', 'dd0d3c4c-65ac-4202-8d18-8775304f7f2c', 'e817841f-cbf5-4b4d-b48e-df595cea587f']",3942852,783,769,5696,
af071891-dcea-4f69-ba48-0f6ccc4bcfeb,2500,2,00:42:27.107,87,27,Dribbled Past,158,Uruguay,From Goal Kick,Colombia,Kevin Duvan Castaño Gil,Left Center Midfield,"[75.4, 10.0]",0.0,"['2462a2b3-a8cf-4789-aeeb-c40de11b6609', '84b3c29d-c74d-41a6-9d3a-0e10cd568f18']",3942852,783,769,60138,
fa36d4c6-aee7-45ed-a35b-0191b8d69385,107,1,00:02:03.820,2,3,Dribbled Past,5,Canada,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[31.2, 35.5]",0.0,"['d2b70baa-942e-4c16-8028-60a6277e05ae', 'e3b36def-3edc-47ae-90bd-f6ba6a79e319']",3942785,1833,779,38718,
703c2cd8-b465-4282-84ea-43aa0ffbf995,215,1,00:04:22.196,4,22,Dribbled Past,12,Canada,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[44.3, 27.6]",0.0,"['170dcc56-aa51-432f-ad0a-ce7dc858880e', '47875df5-e6fe-4f46-b61d-913fb7514c29']",3942785,1833,779,38718,
b3118519-05c5-4df1-b716-93781aa5d5e2,320,1,00:06:52.085,6,52,Dribbled Past,17,Canada,Regular Play,Argentina,Gonzalo Ariel Montiel,Right Back,"[45.6, 46.2]",0.0,"['3c9934d9-e169-4906-82d2-ef6ca884727d', '515bfd95-fcaa-48ea-95df-432c9dccb1d4', 'aec3dfae-7acd-4c03-9823-2715301d2c5d']",3942785,1833,779,28263,
1d3b9506-acbd-419f-85c6-85009e20d690,581,1,00:13:12.223,13,12,Dribbled Past,31,Canada,Regular Play,Argentina,Ángel Fabián Di María Hernández,Right Midfield,"[87.7, 71.0]",0.0,"['82952ad3-589f-48a8-bd1b-d7bb02e3f865', 'c0a455c3-15fe-4bca-9b85-44ef580719d0', 'fb2b798d-c2c7-4f85-a95c-b47aba51e3db']",3942785,1833,779,2995,True
78ba7923-5ef4-48b3-9431-d78e4b20fd24,805,1,00:17:38.774,17,38,Dribbled Past,42,Canada,From Goal Kick,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[7.8, 23.4]",0.0,['a3564f87-488e-4e1d-9e9b-c79fadf3c858'],3942785,1833,779,5507,
3e0c3b72-f7f2-44b4-b2ce-f2b5c1eaa11a,1018,1,00:22:00.174,22,0,Dribbled Past,49,Argentina,Regular Play,Canada,Moise Bombito,Right Center Back,"[15.9, 37.8]",0.0,"['015fed16-fa02-4760-9299-9ddd10c61756', 'e0a94435-6fd5-41e4-af43-42e5a4b117cf']",3942785,779,1833,383250,
0e399f44-fed7-402b-82b0-176d5f7d335f,1054,1,00:24:13.079,24,13,Dribbled Past,50,Canada,From Kick Off,Argentina,Alexis Mac Allister,Left Midfield,"[38.1, 2.8]",0.0,"['0965e948-9859-47d0-a3c1-63248822779b', 'b3aa168f-fedb-4fd9-ae7a-054cbe2e2ae6']",3942785,1833,779,27886,
476f5906-b700-4408-a626-5f40e7233b38,1421,1,00:35:47.079,35,47,Dribbled Past,63,Canada,From Goal Kick,Argentina,Alexis Mac Allister,Left Midfield,"[97.9, 22.7]",0.0,"['57e69e93-d533-44e9-8aa4-140517284387', '583834b0-3a60-4aec-b340-efa21fc6a6e7']",3942785,1833,779,27886,
52dd2ff1-d496-4bcc-afa4-58d7706f76be,1842,1,00:43:42.889,43,42,Dribbled Past,81,Argentina,Regular Play,Canada,Alistair Johnston,Right Back,"[14.6, 44.6]",0.0,"['17f72229-13a5-421e-b1f8-626f8f014d6b', '3d57d843-a4ad-4147-b724-b46d5abab5b7', '4b8ed07a-2ba1-4fef-95fc-22a6ac07429d']",3942785,779,1833,44703,
d6b20e99-0255-4db3-9bc7-47273d8b9529,1864,1,00:44:54.697,44,54,Dribbled Past,83,Argentina,From Free Kick,Canada,Jacob Shaffelburg,Left Midfield,"[74.5, 5.1]",0.0,"['5d26d566-dcdd-4144-a369-61ee98c313ed', 'a08a5fe4-9603-43f1-9f84-9cf84508b266']",3942785,779,1833,26152,
602da088-7100-4e82-99e9-59eee7f6e1da,2457,2,00:16:29.589,61,29,Dribbled Past,110,Argentina,Regular Play,Canada,Ali Ahmed,Right Midfield,"[89.3, 59.5]",0.0,"['c419709a-461d-41cf-91fa-7f8dbe5ffc7b', 'd95c14c5-1942-41cc-88b7-508fbba157c9']",3942785,779,1833,224628,True
6d42c922-6bb7-494e-af7a-18a2d4433b05,2480,2,00:16:43.624,61,43,Dribbled Past,111,Canada,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[107.5, 36.0]",0.0,"['0fc4f565-0d1e-45d4-9bac-1598746eb67f', '4ebf2024-d7ea-40bb-b455-d7226707ad8b', 'e9390ce4-1614-426f-8c17-9278fde79a32']",3942785,1833,1833,133229,True
1464cdf5-5bea-4b36-8d38-06cc92a8ed04,2725,2,00:28:47.745,73,47,Dribbled Past,125,Argentina,From Free Kick,Canada,Ali Ahmed,Left Back,"[14.4, 10.5]",0.0,"['f0ea00ab-5cf5-4a53-87f1-40a6023064b8', 'f355cc23-9136-4389-a31d-aa3dbeaf54fb']",3942785,779,1833,224628,
896aed21-6eb8-4c91-ab01-c11a31d64a40,2729,2,00:28:48.761,73,48,Dribbled Past,125,Argentina,From Free Kick,Canada,Mathieu Choiniere,Left Defensive Midfield,"[19.1, 12.1]",0.0,"['53d6fa80-731a-4119-80bd-cf8568c46e2d', 'dfadf784-4851-4eae-924e-29990e607773']",3942785,779,1833,18639,
f6715bcd-8075-422e-9a26-2ff32452ab52,2805,2,00:30:00.257,75,0,Dribbled Past,126,Canada,Regular Play,Argentina,Nicolás Hernán Otamendi,Left Center Back,"[14.2, 32.7]",0.0,"['5b07dabe-49c0-4d8c-8049-7cefafe07663', 'c842de8e-a99b-487b-b841-272f4acf68de']",3942785,1833,779,3090,
f4474767-bfca-4399-b3ae-e41cd22f99f9,2839,2,00:30:26.027,75,26,Dribbled Past,126,Canada,Regular Play,Argentina,Ángel Fabián Di María Hernández,Right Midfield,"[32.6, 67.4]",0.0,"['cff8ecdf-729d-4d29-b9c8-3bce30dc062f', 'f856c11c-ec87-48be-ae15-7ff111f1a5ed']",3942785,1833,779,2995,
4edf0685-7ce0-403a-a2a8-a535f837304f,3253,2,00:42:13.574,87,13,Dribbled Past,140,Canada,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[31.0, 64.8]",0.0,"['41f2cd11-6ad0-4789-8cd3-a30204f44fcc', 'e557036e-95ba-4a73-acb3-ed16051cbd24']",3942785,1833,779,29201,
48054609-963e-4f71-be03-4cfe125171d5,3339,2,00:44:23.667,89,23,Dribbled Past,145,Canada,From Throw In,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[97.2, 75.7]",0.0,"['3e083a86-111e-47e7-8f44-5375423cd128', '7a231fc0-3af5-4d15-9310-2bc44047543b', 'de201dd0-0339-4535-9aab-5b602156d4cf']",3942785,1833,779,5503,
593f3f1e-a310-4bff-9233-52cf78408121,3354,2,00:44:42.664,89,42,Dribbled Past,145,Canada,From Throw In,Argentina,Nahuel Molina Lucero,Right Back,"[24.8, 60.9]",0.0,"['6d6f94d7-6c9b-4343-8316-03053f27d799', 'cf6f1549-194b-47f0-a6a6-74713f95e38c']",3942785,1833,779,29201,
c7e000de-9541-44d3-b768-e55ca4a7d01f,341,1,00:10:36.176,10,36,Dribbled Past,18,Colombia,From Throw In,Panama,Erick Javier Davis Grajales,Left Wing Back,"[8.5, 1.1]",0.0,"['1fb41e7b-8f96-4cf6-bdc7-f9693f0ff66e', '9071de80-f68d-4146-bfa7-6e302bd861a1', 'c16b7d2c-720e-4918-b3ab-9e00b1df046b']",3942416,769,798,5634,
a81f5928-24e4-482b-8524-77a972fc7deb,391,1,00:16:10.502,16,10,Dribbled Past,23,Panama,From Kick Off,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[42.8, 3.9]",0.0,"['42dd03a2-9a4e-43e2-8b32-604ac8b4bc52', '81521620-47c3-4344-a26d-690dca9ee0d3']",3942416,798,769,27277,
d9702dad-e6a9-4a8d-ae3a-f1f10971fb2a,519,1,00:21:48.105,21,48,Dribbled Past,34,Colombia,Regular Play,Panama,José Fajardo Nelson,Center Forward,"[99.2, 54.6]",0.0,"['77929e9d-972c-4082-b02f-14bf7a68fdda', 'b53bf7a0-0fcd-4f51-b95e-9501b1d99b84', 'c68d193a-1f29-416e-b173-3f8d26d417e1']",3942416,769,798,91089,True
7bafb0b6-d49d-4e4b-95c9-57af50821d79,650,1,00:24:51.430,24,51,Dribbled Past,43,Colombia,From Throw In,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[19.9, 45.9]",0.0,"['72a324e5-80eb-403b-ba58-75162b68a207', 'a26e7df0-3a8f-4d81-af07-7656263115c5', 'a9477090-24ff-4074-996d-7002b210585e']",3942416,769,798,16637,
5935e0d2-a485-4149-a85f-a22e3dac697a,991,1,00:32:19.408,32,19,Dribbled Past,61,Colombia,Regular Play,Panama,Erick Javier Davis Grajales,Left Wing Back,"[11.0, 30.8]",0.0,"['e83f7196-2173-41fa-b455-f4a9db435431', 'e8f8ef3f-bd67-4984-a40d-e8e59e4a3a24']",3942416,769,798,5634,
6978c9e3-ea50-4af2-a443-57701780ba3a,1055,1,00:34:40.730,34,40,Dribbled Past,66,Colombia,From Throw In,Panama,César Rodolfo Blackman Camarena,Right Wing,"[99.1, 74.6]",0.0,"['05de7719-7ede-4bdb-9b83-961b92d62e63', 'ccc336d7-d9fd-4371-a14e-4869331d6b5e']",3942416,769,798,44305,
74373ead-ab7f-4add-9f18-c11271bd9d5f,1074,1,00:35:27.263,35,27,Dribbled Past,68,Panama,From Free Kick,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[28.0, 42.1]",0.0,"['310664f5-ca24-4036-8727-61817e4f82f8', '5197a5d8-e1a4-4910-a81b-ce0f1a0ea022']",3942416,798,769,6193,
