id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress,off_camera,under_pressure,x,y
0898f35d-e199-4c5b-ad6e-e2d32b19b94c,212,1,00:05:53.896,5,53,Pressure,14,Colombia,From Throw In,Argentina,Julián Álvarez,Left Center Forward,"[58.4, 21.0]",0.979458,"['6ac3bfea-0415-4390-8fbc-2de82757a8dd', 'ea06c9fc-6232-4b18-a660-87a324962e9d']",3943077,769,779,29560,,,,58.4,21.0
d1904673-919a-4e68-aaec-d47a70434f10,216,1,00:05:56.349,5,56,Pressure,14,Colombia,From Throw In,Argentina,Alexis Mac Allister,Left Midfield,"[37.8, 4.5]",0.724196,['7dc7d1be-45f3-4f16-9252-0ceec1c3ee63'],3943077,769,779,27886,,,,37.8,4.5
f80fa9f8-12d3-4d38-9b3a-3d19e05c3993,220,1,00:05:59.230,5,59,Pressure,14,Colombia,From Throw In,Argentina,Julián Álvarez,Left Center Forward,"[51.7, 6.7]",0.578885,['36bf69b6-8dc7-4cd6-8740-3406f13714b0'],3943077,769,779,29560,,,,51.7,6.7
69ca1ae8-213f-47e2-9615-3ba6f7982477,224,1,00:06:00.939,6,0,Pressure,14,Colombia,From Throw In,Argentina,Alexis Mac Allister,Left Midfield,"[47.6, 7.8]",0.443323,"['4820ede4-c121-49fa-9c02-7aa560355c88', 'f00a769c-5359-4f4a-82e8-56c4ae499971']",3943077,769,779,27886,,,,47.6,7.8
c38acf65-9e8a-4fb8-ac49-06f5303bc86c,238,1,00:06:11.528,6,11,Pressure,14,Colombia,From Throw In,Argentina,Cristian Gabriel Romero,Right Center Back,"[13.8, 35.8]",0.732365,"['0ee6d00b-0842-4eb8-8433-d77b0d1aa59d', '271f30f1-a9ab-4e1d-9ded-1d0d1ed52cfb', '417a2357-d337-43c5-89c4-1ce3cf009e6f']",3943077,769,779,20572,,,,13.8,35.8
19d87a65-5cce-4430-a827-439f4b9bac0b,246,1,00:06:45.672,6,45,Pressure,15,Argentina,From Goal Kick,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[113.1, 37.7]",1.101289,"['29d1ec06-18bf-48c2-8ce1-f75e85c222f4', '7aad1d41-1a3f-4287-84d1-1e560f53386e', 'b420c6db-0b6a-4757-8124-feacd8b01759']",3943077,779,769,27158,,,,113.1,37.7
5aa0cbc7-79c7-4500-ba2b-07acf9a357b5,256,1,00:06:50.073,6,50,Pressure,16,Colombia,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[14.6, 24.7]",0.419839,"['39730f2f-66a5-4f38-8bd7-51c06e5fba0a', 'a9ac6a7d-7a16-421d-8463-da7ef9cb7639']",3943077,769,779,38718,True,,,14.6,24.7
f66a1690-3f51-4abd-baf0-5c769c1b72f4,266,1,00:06:57.214,6,57,Pressure,16,Colombia,Regular Play,Argentina,Gonzalo Ariel Montiel,Right Back,"[7.4, 72.0]",2.371874,['0fd9105d-af68-48c4-9310-0021ab2a0389'],3943077,769,779,28263,,,,7.4,72.0
a06d51ac-a07e-46d5-a27a-ab305761c7f8,327,1,00:08:17.753,8,17,Pressure,17,Colombia,From Throw In,Argentina,Lisandro Martínez,Left Center Back,"[27.4, 10.6]",0.940452,"['1353b5ed-b0da-471f-8a85-2a720ffb889b', 'a8566f3a-333a-4b7f-937e-cd3f9f958978']",3943077,769,779,27768,,,,27.4,10.6
6f5206f2-fec8-40ca-8aa8-05be8da95249,354,1,00:08:37.312,8,37,Pressure,17,Colombia,From Throw In,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[35.6, 21.0]",0.546693,"['1a3868ee-3718-4785-8dea-ef7b4fe9f094', 'ab458228-5a16-4035-b00f-6fa07c8970d1', 'c2a2a366-ba24-4159-ba43-5ba78d7260a4']",3943077,769,779,5507,,,,35.6,21.0
29bc9347-7095-4912-a55d-6051b86e4736,358,1,00:08:40.230,8,40,Pressure,17,Colombia,From Throw In,Argentina,Alexis Mac Allister,Left Midfield,"[11.7, 16.6]",0.597756,"['2b9faeb4-1fe0-4e49-adf3-5df4d6a87e62', '3246a39e-0c6b-4630-b016-6b241eef727e', '4b998dca-a9f2-4cd2-b99f-be0186a6c671']",3943077,769,779,27886,,,,11.7,16.6
db530181-91eb-4be6-8add-e256cdc68262,388,1,00:09:43.188,9,43,Pressure,20,Argentina,Regular Play,Colombia,Carlos Eccehomo Cuesta Figueroa,Left Center Back,"[45.4, 45.6]",0.387322,"['86a376b8-925e-4552-911a-9fbc8519fabb', 'a79b31a5-23be-4577-8a0e-329f61b03133']",3943077,779,769,28567,True,,,45.4,45.6
4d75d2f3-8e7d-4377-b33a-0f2e5fedb419,423,1,00:10:41.428,10,41,Pressure,22,Colombia,From Throw In,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[27.0, 6.9]",0.598266,"['f16e8d85-e7e3-4d54-bb74-969f9d6b387c', 'fa746c51-bdf8-4bc8-ac21-33aa7e312106']",3943077,769,779,5507,,,,27.0,6.9
080991cf-2ea2-4df2-8c1b-097ed3b9e068,444,1,00:10:57.197,10,57,Pressure,22,Colombia,From Throw In,Argentina,Julián Álvarez,Left Center Forward,"[50.0, 16.8]",0.836705,"['4b363b55-fdc4-4af5-a119-b13223b73c38', '8dc5d167-5171-491f-a765-480f7f11c927']",3943077,769,779,29560,,,,50.0,16.8
14c1d42a-6072-40ec-9846-58a59a9085fd,532,1,00:13:00.132,13,0,Pressure,26,Colombia,Regular Play,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[86.1, 51.6]",0.711835,"['518ecc4f-80a5-47ee-a675-6234b1065296', 'fa64de94-3629-4eed-871a-eb23f6fdb50f']",3943077,769,779,5503,True,,,86.1,51.6
f5941d03-5567-42f3-915c-78dbc1d2f6dc,534,1,00:13:00.577,13,0,Pressure,26,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[82.4, 47.2]",0.3,,3943077,769,779,29560,True,,,82.4,47.2
7e1aa992-d899-48cc-9188-04bf4fa9dbfb,537,1,00:13:02.798,13,2,Pressure,26,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[78.6, 39.5]",1.118005,['87336d93-3e46-46be-a1ca-4bc4cfc8c271'],3943077,769,779,29560,True,,,78.6,39.5
78d24541-ddc7-4a3f-ade0-d1f54756015a,538,1,00:13:06.346,13,6,Pressure,26,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[63.5, 26.3]",1.371639,['6eb66918-6d63-42ed-9023-1e4b3e041c84'],3943077,769,779,29560,,,,63.5,26.3
c8c07726-ff1c-42e8-818d-1740e4e84528,540,1,00:13:08.372,13,8,Pressure,26,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[55.9, 12.4]",0.448838,"['8e651495-e8c9-4b48-bd27-5106f5689461', 'a0164a59-240f-461e-bf4c-fd57cf608470', 'c13e3212-1b9f-4175-80b5-4993ab18e7c2']",3943077,769,779,29560,,,,55.9,12.4
4d759a16-acc0-4b70-be78-d62e3cdce9b9,571,1,00:13:51.153,13,51,Pressure,27,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[81.5, 45.6]",0.32806,"['2d25c15e-df64-4af4-88b6-8a5c664de855', 'e723bb26-b9bf-49a2-aae8-065066d74085', 'f3e02874-61e8-4c43-be7f-9b39b3ac46ed']",3943077,779,769,27277,,,,81.5,45.6
0aa17ed2-4cbe-471c-8daf-a531c766d535,576,1,00:13:53.957,13,53,Pressure,27,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[32.1, 30.5]",0.972786,"['0cd895cd-2796-442c-b631-c1385879bcae', '68a3a416-4c8a-46a0-96e5-ddf8acce8db0', '78bf9e0f-c7b6-4d8c-b2ad-3a34953b7140']",3943077,779,779,38718,True,,,32.1,30.5
95be91a9-cd16-47c3-9118-7650b975a0f8,599,1,00:15:30.923,15,30,Pressure,29,Argentina,From Keeper,Colombia,Richard Rios Montoya,Right Center Midfield,"[44.2, 68.8]",0.585087,"['1f1f0168-a299-436a-825e-fca1267414e1', '2c6f70c9-0da3-4edc-b8b1-bd76417edd01']",3943077,779,769,49395,,,,44.2,68.8
71ef85ae-f841-4434-a0b4-b8fc3bc316e4,601,1,00:15:32.133,15,32,Pressure,29,Argentina,From Keeper,Colombia,Richard Rios Montoya,Right Center Midfield,"[37.0, 75.0]",0.186627,"['9f71d886-409d-41be-afa4-b2ec2343a2a7', 'dd820234-e991-4232-bf25-c01b6d24e486']",3943077,779,769,49395,,,,37.0,75.0
28aa64d4-14af-4a4f-a558-c03f2dc310b0,608,1,00:15:34.646,15,34,Pressure,29,Argentina,From Keeper,Colombia,Richard Rios Montoya,Right Center Midfield,"[37.9, 73.2]",1.669726,"['6ca58179-27e7-4463-9d69-4e053b79e42b', '8de23a10-7b09-4115-8de1-c85346d3a224', 'b0f71a81-e744-44bc-9403-05b392762ec2']",3943077,779,769,49395,,,,37.9,73.2
a6c4bfc5-88c5-4fba-9c25-89d280c69b86,626,1,00:15:46.817,15,46,Pressure,30,Colombia,Regular Play,Argentina,Alexis Mac Allister,Left Midfield,"[80.8, 25.3]",1.101093,['529879eb-d109-4bba-a68e-cf62b607e6cf'],3943077,769,779,27886,,,,80.8,25.3
e30fa63b-ff70-4cbd-aaf8-cffc89bf3514,669,1,00:16:37.482,16,37,Pressure,30,Colombia,Regular Play,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[93.9, 72.5]",1.283529,"['60c42a84-55f5-46cf-9250-e24a14c8f3a1', '6e47a238-dbcc-47be-bff0-4386e204f9db']",3943077,769,769,8817,,,,93.9,72.5
4ba7834c-b98f-413f-9905-db19c2aca7d0,694,1,00:17:14.257,17,14,Pressure,31,Colombia,From Throw In,Argentina,Julián Álvarez,Left Center Forward,"[40.0, 37.1]",0.577018,"['7064f878-351d-456f-a4da-eb37f1c2666b', 'ddfc8a59-b686-43fc-be55-67b018451a25']",3943077,769,779,29560,,,,40.0,37.1
8f791beb-4555-4646-ab5a-bc7ba7280dc6,742,1,00:17:57.757,17,57,Pressure,32,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[62.0, 7.1]",0.709713,['76f29194-2979-41a0-b561-88f64c944d39'],3943077,779,769,27277,,,,62.0,7.1
6fcff1a6-8cef-48e3-85f9-571c5102088f,773,1,00:18:32.192,18,32,Pressure,32,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[73.5, 2.2]",0.857205,['0a18c723-403d-4584-a0cc-86a47e61d7b3'],3943077,779,769,27277,,,,73.5,2.2
9fa1b331-6c0a-49ea-a234-7b415bc02e62,777,1,00:18:56.651,18,56,Pressure,33,Argentina,From Throw In,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[67.3, 6.7]",0.329326,,3943077,779,769,27277,,,,67.3,6.7
3c6fc57a-c501-4290-a71d-7ea80bb06f3d,782,1,00:18:58.007,18,58,Pressure,33,Argentina,From Throw In,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[64.6, 4.1]",0.318036,"['dd205915-07ed-4075-b004-85e1aca6bb3a', 'fda35d02-5c24-4329-8b5c-4697e24ff1c0']",3943077,779,769,27277,,,,64.6,4.1
faf7e140-facf-4c18-a4fb-b2db1ce2f82a,789,1,00:19:09.666,19,9,Pressure,34,Argentina,From Throw In,Colombia,Johan Andrés Mojica Palacio,Left Back,"[50.3, 2.6]",0.191772,"['18c4d7dc-775d-4129-aad2-1213169b9f95', '85554247-c5ef-4102-bedb-9c8c141c972f']",3943077,779,769,5691,,,,50.3,2.6
e8ab6fe6-7c57-4298-a1cb-fc6be6037b3e,812,1,00:19:32.087,19,32,Pressure,34,Argentina,From Throw In,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[45.9, 21.6]",3.181825,"['4fda4113-7127-4d13-8fb2-f97e9c97083c', '575550a4-8fbb-4298-a409-4e700ddfb782']",3943077,779,769,27277,,,,45.9,21.6
fb56a15d-1bfb-4561-98ba-5c1e81f2a2ab,834,1,00:20:05.551,20,5,Pressure,35,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[74.0, 34.3]",0.711031,['8dab79b9-207b-4ce4-8375-1ddce7647770'],3943077,769,779,29560,,,,74.0,34.3
e3c9fb48-8fdb-4801-a717-b88274650495,847,1,00:20:24.162,20,24,Pressure,35,Colombia,Regular Play,Argentina,Rodrigo Javier De Paul,Right Midfield,"[36.5, 76.6]",0.994251,"['7eb36930-43a0-4625-a4d1-ad9d1e356be6', 'afd6f7e8-d30e-40e3-8fae-4d483f668767']",3943077,769,779,7797,,,,36.5,76.6
60845f39-9756-4029-8740-d786e9b8e0ec,851,1,00:20:26.580,20,26,Pressure,36,Argentina,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[82.3, 8.6]",0.582985,"['3f6fb36c-0de8-4fa5-840c-1fbf11f6705b', '45f29b3c-e0c0-49c6-8d0b-92b5feb8a311']",3943077,779,769,27158,True,,,82.3,8.6
7f1c4bc6-bb3b-4a04-bdfb-a35b4fdc2e35,864,1,00:20:35.548,20,35,Pressure,36,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[54.4, 5.3]",1.104423,['d13a0a14-701b-4add-b21d-ab3d60612e77'],3943077,779,769,27277,,,,54.4,5.3
0ff3b6b8-223c-4897-8e55-eabcf7be8b99,904,1,00:21:42.607,21,42,Pressure,38,Colombia,Regular Play,Colombia,Santiago Arias Naranjo,Right Back,"[62.0, 70.3]",0.319282,['ea8724c8-29c2-4a04-9d93-9c5da19b92f7'],3943077,769,769,5696,,,,62.0,70.3
1feab5de-99fe-47be-8ea4-1712e3593657,907,1,00:21:43.831,21,43,Pressure,38,Colombia,Regular Play,Colombia,Santiago Arias Naranjo,Right Back,"[54.6, 66.4]",0.394132,"['499ac651-e685-4e2c-a917-b511b2ae88d7', 'f4353b02-0c95-42e1-a376-d675ec41e9d5']",3943077,769,769,5696,True,,,54.6,66.4
dd5c16c2-ca3e-4c86-8a8a-b13b5a6c4687,920,1,00:21:50.092,21,50,Pressure,38,Colombia,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[78.8, 71.5]",3.208768,"['52136834-e860-4049-9c64-5e7bada176fb', 'eaef3c8a-925f-4550-95e3-df81657b4779']",3943077,769,769,27158,,,,78.8,71.5
d7a00c96-ba4f-4cb5-ae8b-ee892f90d239,949,1,00:22:30.098,22,30,Pressure,40,Argentina,From Free Kick,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[88.9, 24.2]",0.469056,"['12ec0957-0f6b-4ccf-ac70-5791feb0d031', 'd49ee07c-52f1-43e7-8e6d-c11de5276780']",3943077,779,769,8817,,,,88.9,24.2
e376ad83-ae95-4072-bb8f-349f7a68cf24,951,1,00:22:31.687,22,31,Pressure,40,Argentina,From Free Kick,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[101.3, 42.4]",1.234488,"['209ac6b1-fc2e-45d1-8c2e-f3b99fff6453', '52e9044c-96bd-4671-881d-262564b10283', '9b5fef9c-3c8b-4a6b-8961-4fc5952c39f2']",3943077,779,769,8817,,,,101.3,42.4
bf68af98-cae9-4657-af4a-03143813c970,960,1,00:22:38.027,22,38,Pressure,40,Argentina,From Free Kick,Colombia,Richard Rios Montoya,Right Center Midfield,"[103.1, 73.6]",0.698169,['fc080fba-a286-4326-bb1f-6781b5129b7f'],3943077,779,769,49395,,,,103.1,73.6
e7b042b5-2d8a-4e72-b901-44df635ad7ab,981,1,00:23:11.148,23,11,Pressure,41,Colombia,From Throw In,Argentina,Rodrigo Javier De Paul,Right Midfield,"[57.2, 74.4]",0.586933,"['34dbae50-39bd-4008-b7b0-8d0e700cfefc', '6047f35f-0644-4216-b78e-0b5279a32f70']",3943077,769,779,7797,,,,57.2,74.4
b1a1d0c4-c356-48af-b90b-6cee5e5dfc95,988,1,00:23:20.749,23,20,Pressure,41,Colombia,From Throw In,Argentina,Julián Álvarez,Left Center Forward,"[59.0, 20.2]",0.976387,"['1876d115-2744-4d65-99ca-f7e2df1f48b3', '4c2362e3-8785-4ea9-b22c-bcbd0d503940']",3943077,769,779,29560,,,,59.0,20.2
ab6e0d71-8ef9-42dc-b22a-0792343e42d1,1020,1,00:23:55.138,23,55,Pressure,44,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[64.2, 37.3]",0.460008,"['a2174154-c5ae-4801-b66c-7ef09475d745', 'db4f957e-a47a-474e-b137-71a6cccd5a17']",3943077,779,769,27277,True,,,64.2,37.3
dc7989eb-a1e7-4f7d-8a34-c92ca4e3d306,1023,1,00:23:55.380,23,55,Pressure,44,Argentina,Regular Play,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[64.4, 39.0]",0.46084,"['a2174154-c5ae-4801-b66c-7ef09475d745', 'dfd36e52-db86-4150-a097-943ece7baff0']",3943077,779,769,5678,True,,,64.4,39.0
32f95648-b6b1-4480-b707-1ab5a37140fe,1059,1,00:24:24.333,24,24,Pressure,45,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[70.4, 66.5]",0.726811,"['0266487d-367a-432a-9a58-064f49276039', '8fe7df95-9e24-449a-892c-04676190658d']",3943077,769,779,29560,,,,70.4,66.5
427b6b51-6443-4d3f-89f3-b2829d548bcb,1067,1,00:24:32.355,24,32,Pressure,45,Colombia,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[36.0, 58.1]",3.378157,"['40b00ce6-4360-4034-a364-8013f246653c', 'be9b253e-3ed2-478d-b23f-9bbc3aeb2051', 'cb1e96a0-6378-485f-a02c-11673d302273']",3943077,769,779,20572,,,,36.0,58.1
880335d6-0ff5-4f48-a875-db9cb308a7d5,1098,1,00:25:32.701,25,32,Pressure,47,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[98.1, 20.8]",1.991173,"['a0bafefa-518f-4280-9c80-e3ac738f41b9', 'a291fb62-1cbb-4c57-a6c5-a161a703f922']",3943077,769,779,29560,True,,,98.1,20.8
59030b45-b987-4563-9f4e-b8e2c3263ec6,1110,1,00:25:42.178,25,42,Pressure,47,Colombia,Regular Play,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[66.7, 45.9]",0.442585,"['2139fa11-a21b-42f7-9ba8-8883dc9ce16b', '5ed2fccc-aff1-482b-b80c-cbb891fb647e']",3943077,769,779,5503,,,,66.7,45.9
022bebfd-e42c-4c44-98d4-fd3611427e04,1122,1,00:25:53.004,25,53,Pressure,47,Colombia,Regular Play,Argentina,Ángel Fabián Di María Hernández,Left Midfield,"[47.6, 45.1]",0.58186,"['259be7c9-987e-4e1c-992c-28c202c57461', '2fd9a2f6-d7e9-4dc0-ae20-9975a455afdc']",3943077,769,779,2995,,,,47.6,45.1
7cf30e0f-b1e8-4ddd-87a5-949ced7566e3,1126,1,00:25:56.456,25,56,Pressure,47,Colombia,Regular Play,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[42.9, 12.8]",1.854704,"['09f1c265-e7d2-4adc-a496-4d99327bc2a6', '1b7a2ce2-59da-47c6-80a5-d4f750020c04']",3943077,769,779,5507,,,,42.9,12.8
3517d385-44ff-4049-a8f1-5ff98bf8d83f,1143,1,00:26:10.022,26,10,Pressure,47,Colombia,Regular Play,Argentina,Enzo Fernandez,Right Defensive Midfield,"[35.6, 68.3]",0.724987,"['7356d4a5-d6a4-48e1-9b4b-706374a77662', '9ec7d0f1-5a4a-4e7c-b1fa-0572b5038fb7', 'b81ea69c-79b3-4584-875b-2afc5de99f21']",3943077,769,779,38718,,,,35.6,68.3
db89cd46-1837-45dd-873d-0edb791e35ed,1147,1,00:26:11.736,26,11,Pressure,47,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[40.9, 57.5]",0.448128,"['61d517d1-e5eb-49e8-bb84-86ffb0ebd50a', 'e4039aa7-a2cf-470b-baae-1ad794f798b1']",3943077,769,779,29560,,,,40.9,57.5
253a2a52-d5dc-42f5-a29b-e1e96206427b,1155,1,00:26:17.192,26,17,Pressure,47,Colombia,Regular Play,Argentina,Ángel Fabián Di María Hernández,Left Midfield,"[24.3, 4.5]",0.573217,['6008c0e6-e070-487b-8e6c-41346f7ed7cf'],3943077,769,779,2995,,,,24.3,4.5
47f23e92-974f-458a-8489-deffca5e643c,1167,1,00:29:05.874,29,5,Pressure,48,Argentina,From Free Kick,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[36.8, 76.8]",0.747373,"['5b8994fb-f6d7-4039-91bc-a96bbc582b7c', 'a918d3ee-5323-42e0-8dec-8a373dfa12ed']",3943077,779,769,5678,,,,36.8,76.8
a5fc5ddb-7a14-4d30-8cd4-28a4ce6ffddc,1176,1,00:29:38.938,29,38,Pressure,49,Colombia,From Throw In,Argentina,Enzo Fernandez,Right Defensive Midfield,"[57.2, 15.9]",0.432493,,3943077,769,779,38718,,,,57.2,15.9
d931dda3-f0f9-4a19-b0d3-424e9c01b3f5,1215,1,00:30:29.905,30,29,Pressure,49,Colombia,From Throw In,Argentina,Rodrigo Javier De Paul,Right Midfield,"[42.8, 71.3]",0.584976,['ed949bf8-ec5e-4a26-988d-a7e104c03516'],3943077,769,779,7797,,True,,42.8,71.3
