id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress,off_camera,under_pressure,x,y,50_50,out,duel_outcome,duel_type,block_offensive,block_deflection,block_save_block,interception_outcome,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_committed_penalty,foul_committed_offensive
163f7f15-05b3-4310-9e8b-1341e74a709f,1604,1,00:41:15.633,41,15,Pressure,63,Argentina,From Keeper,Argentina,Rodrigo Javier De Paul,Right Midfield,"[67.6, 52.0]",0.709036,,3943077,779,779,7797,True,,,67.6,52.0,,,,,,,,,,,,,
87cf9e71-a49b-4dec-9035-8ffcdba67b25,1740,1,00:45:16.945,45,16,Pressure,67,Argentina,From Throw In,Argentina,Enzo Fernandez,Right Defensive Midfield,"[49.3, 74.0]",1.715812,"['148f3d1a-f648-4c82-a3d0-dc801780bb9d', '6132594a-1fe2-4bd0-9a80-0f5f69d4d03e', '9aa0d056-3348-41dd-82dc-46c332ae1f73', 'c42072b0-3993-425c-8d5e-b506e3f9abcd']",3943077,779,779,38718,True,,,49.3,74.0,,,,,,,,,,,,,
822e741a-bfbf-4ae1-8201-9f03f7d7ebd3,1761,1,00:45:38.329,45,38,Pressure,69,Colombia,Regular Play,Argentina,Julián Álvarez,Left Center Forward,"[84.7, 63.7]",1.333601,"['a6e821ac-16d5-47a1-9588-3fc6e9382922', 'a7cdb4ba-cd4f-4961-9a51-a0fe7f1b2624']",3943077,769,779,29560,True,,,84.7,63.7,,,,,,,,,,,,,
6c1ac49e-0a77-4eae-9d8c-95fed63d4bcc,2013,2,00:05:42.912,50,42,Pressure,79,Argentina,Regular Play,Colombia,Santiago Arias Naranjo,Right Back,"[74.3, 65.6]",4.681525,"['3aaf860f-5acb-48ea-9191-0118f20ff355', '43647fc5-7e47-4f28-863c-769656c90119']",3943077,779,769,5696,True,,,74.3,65.6,,,,,,,,,,,,,
58b7b4bd-58fc-407b-a6d4-12adcfa4ce0d,2061,2,00:07:26.618,52,26,Pressure,85,Colombia,Regular Play,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[74.4, 18.4]",0.626692,"['86978b84-9ea0-40fd-b58c-9fed8d79286f', 'a7d6aed5-7926-438a-8ffd-de2d4e42c933']",3943077,769,779,5503,True,,,74.4,18.4,,,,,,,,,,,,,
30caf203-feac-4dd3-9b5a-579760ed41b5,2155,2,00:10:40.676,55,40,Pressure,88,Argentina,From Free Kick,Argentina,Rodrigo Javier De Paul,Right Midfield,"[49.1, 74.0]",2.914836,['13440e4f-b257-400e-beb3-81841715d83b'],3943077,779,779,7797,True,,,49.1,74.0,,,,,,,,,,,,,
7786eb84-3c8e-4d6f-bff8-ce833ba14a44,2215,2,00:12:10.047,57,10,Pressure,90,Colombia,Regular Play,Argentina,Rodrigo Javier De Paul,Right Midfield,"[79.4, 75.5]",0.581507,"['4f788d4c-d857-46d6-95d8-30aa93846fcc', 'f1d8d87d-7df7-4521-9848-8823c9af67b8']",3943077,769,779,7797,True,,,79.4,75.5,,,,,,,,,,,,,
259937a8-3565-4ff4-9c23-26d146ae70f7,2238,2,00:13:15.955,58,15,Pressure,92,Argentina,From Corner,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[100.2, 74.4]",0.326856,,3943077,779,779,5503,True,,,100.2,74.4,,,,,,,,,,,,,
33c63a06-aa2d-46a6-b9aa-7548ef277620,2258,2,00:15:07.967,60,7,Pressure,93,Argentina,From Free Kick,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,"[80.0, 52.4]",0.725933,"['56101333-d667-45d8-9368-a4809d7556c9', 'd18233ce-157b-4a72-9408-6c51a7291994']",3943077,779,779,5503,True,,,80.0,52.4,,,,,,,,,,,,,
dccb4378-3f5a-4ff5-b6a7-bf17c24631af,2297,2,00:15:41.613,60,41,Pressure,94,Colombia,Regular Play,Colombia,Davinson Sánchez Mina,Right Center Back,"[64.4, 74.6]",1.081651,['4e6dccc3-8b30-4c22-91e4-00f326e6b938'],3943077,769,769,3494,True,,,64.4,74.6,,,,,,,,,,,,,
2e597e6b-6cbf-4fc6-b8b8-e8033f334e96,2343,2,00:17:48.784,62,48,Pressure,98,Colombia,Regular Play,Argentina,Enzo Fernandez,Right Defensive Midfield,"[40.4, 52.4]",0.558933,['5ca94895-8444-4055-a1fa-948271fa579e'],3943077,769,779,38718,True,,,40.4,52.4,,,,,,,,,,,,,
d08fd665-0bb9-464d-95ac-3178af044ae0,2566,2,00:29:03.784,74,3,Pressure,110,Colombia,Regular Play,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[58.7, 15.7]",0.430954,"['d4503383-33c9-4675-8584-ab838a22a816', 'e591b74c-dfee-442c-9d6c-19085a28aed9']",3943077,769,779,5507,True,,,58.7,15.7,,,,,,,,,,,,,
cf70ad22-6de9-4741-bb9e-87e844d88e30,2589,2,00:29:23.847,74,23,Pressure,111,Argentina,Regular Play,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[70.7, 43.2]",0.849994,"['a41443e0-4260-43e7-bb34-8b70f5055121', 'c5cbb985-228c-4b6d-b175-7bfed68f5654']",3943077,779,769,5678,True,,,70.7,43.2,,,,,,,,,,,,,
ea8ea75e-50fe-4973-a61e-50d2415776b3,2590,2,00:29:23.897,74,23,Pressure,111,Argentina,Regular Play,Colombia,James David Rodríguez Rubio,Center Attacking Midfield,"[75.9, 47.4]",0.839505,['a41443e0-4260-43e7-bb34-8b70f5055121'],3943077,779,769,5695,True,,,75.9,47.4,,,,,,,,,,,,,
b9a4f581-1880-42b2-8691-b73cda2e9115,2687,2,00:32:41.978,77,41,Pressure,116,Colombia,Regular Play,Argentina,Alexis Mac Allister,Left Center Midfield,"[31.8, 68.3]",0.445377,['73c73a89-8dbe-4149-8548-e319061b7c7e'],3943077,769,779,27886,True,,,31.8,68.3,,,,,,,,,,,,,
20666ec0-67c8-4681-9840-efd4e1b10e51,2727,2,00:34:43.296,79,43,Pressure,119,Colombia,Regular Play,Colombia,Richard Rios Montoya,Right Center Midfield,"[52.8, 44.9]",0.72813,"['582042b0-822d-4b45-9210-60fd78f5a188', 'b5c1cf73-fa1a-4e0f-b1e3-c48b696ae437']",3943077,769,769,49395,True,,,52.8,44.9,,,,,,,,,,,,,
04722542-325d-4af3-b604-ada717feb101,2830,2,00:38:31.217,83,31,Pressure,125,Colombia,Regular Play,Argentina,Nicolás Iván González,Left Midfield,"[76.4, 13.8]",2.951332,"['d6a5e266-00ab-4c35-b2a7-683b0ea9944e', 'ece00ad3-32e6-4441-bbf2-f296f0e3c233']",3943077,769,779,20687,True,,,76.4,13.8,,,,,,,,,,,,,
9295b45b-6261-406e-9b2f-fb09a037d69a,2988,2,00:45:17.771,90,17,Pressure,134,Colombia,From Throw In,Colombia,Carlos Eccehomo Cuesta Figueroa,Left Center Back,"[11.5, 28.5]",1.343339,"['26b1c943-309a-4625-a221-4614c2bd1a10', '49147808-02fe-400e-bff7-60101893a454']",3943077,769,769,28567,True,,,11.5,28.5,,,,,,,,,,,,,
a6b96f38-1b90-46c2-ac83-b02281a0fbd4,3001,2,00:45:25.051,90,25,Pressure,135,Argentina,Regular Play,Colombia,Kevin Duvan Castaño Gil,Right Center Midfield,"[45.8, 45.3]",0.5,"['3b4c18df-dec0-44e9-93ce-e414323eb833', '5e89eb79-39cf-4592-8765-64bc5b66df31']",3943077,779,769,60138,True,,,45.8,45.3,,,,,,,,,,,,,
a8e9ce39-3840-4c80-8a07-4f1e46fa9dc4,3002,2,00:45:25.151,90,25,Pressure,135,Argentina,Regular Play,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[43.7, 40.5]",0.461917,['3b4c18df-dec0-44e9-93ce-e414323eb833'],3943077,779,769,28266,True,,,43.7,40.5,,,,,,,,,,,,,
1e7019c1-4a50-4a0e-ad22-1077f8896f92,3042,2,00:46:22.284,91,22,Pressure,137,Argentina,From Throw In,Argentina,Nicolás Alejandro Tagliafico,Left Back,"[105.6, 32.7]",0.698384,"['719b3e0f-8082-4401-8ef9-a097556f5a1e', 'af85f495-bccf-4596-b9d9-d320391630ed']",3943077,779,779,5507,True,,,105.6,32.7,,,,,,,,,,,,,
c9690de0-e8bf-4f1a-93a6-872e4f5c1d00,3073,2,00:48:03.808,93,3,Pressure,141,Colombia,Regular Play,Argentina,Julián Álvarez,Center Forward,"[100.2, 72.2]",0.445358,"['a743684a-b69d-4ad1-9e1f-3208b0d836bd', 'bc6442f3-0dce-4725-8f35-912b53ada426']",3943077,769,779,29560,True,,,100.2,72.2,,,,,,,,,,,,,
5c186155-2b72-4eb0-a0a0-fd60f1aebaf7,3153,3,00:00:30.387,90,30,Pressure,143,Argentina,From Kick Off,Argentina,Nahuel Molina Lucero,Right Back,"[116.1, 69.3]",2.160986,['258d5f54-d6aa-419f-9feb-29f9205efe75'],3943077,779,779,29201,True,,,116.1,69.3,,,,,,,,,,,,,
4d76014b-f353-46cb-8c55-0791a567db53,3199,3,00:02:08.847,92,8,Pressure,149,Colombia,Regular Play,Argentina,Nahuel Molina Lucero,Right Back,"[31.7, 76.8]",0.909295,['d6b160fb-f5d2-4500-964f-828b5fcde55b'],3943077,769,779,29201,True,,,31.7,76.8,,,,,,,,,,,,,
2cccbaa2-2683-4ea7-9324-fd17bf0da909,3356,3,00:06:54.543,96,54,Pressure,157,Argentina,Regular Play,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[70.0, 32.0]",0.56935,"['6f436d19-1cca-4d2f-bb6f-88b9d248d644', '8628ec28-bfcb-4962-9ecb-8b40f7e3211b', '94a427dc-de98-4c73-a7dd-2c9fbbea183c']",3943077,779,769,5678,True,,,70.0,32.0,,,,,,,,,,,,,
4f4202d0-ecb3-49cd-a1b5-7dda076204e6,3399,3,00:09:16.869,99,16,Pressure,162,Argentina,From Free Kick,Argentina,Nahuel Molina Lucero,Right Back,"[77.2, 46.7]",0.758151,['55942cd9-4519-4264-a672-968d19f9ad7c'],3943077,779,779,29201,True,,,77.2,46.7,,,,,,,,,,,,,
679a96bd-9387-45f9-bf9a-45177a142073,3438,3,00:09:48.134,99,48,Pressure,164,Colombia,From Keeper,Colombia,Kevin Duvan Castaño Gil,Right Center Midfield,"[64.9, 28.3]",0.587782,['adde9ca8-20c7-403f-a1cd-a2de81c27605'],3943077,769,769,60138,True,,,64.9,28.3,,,,,,,,,,,,,
515a124b-e2c2-4284-befe-9d0e2016b42b,3523,3,00:12:49.737,102,49,Pressure,171,Colombia,Regular Play,Argentina,Giovani Lo Celso,Left Center Midfield,"[98.4, 50.1]",0.457057,,3943077,769,779,3313,True,,,98.4,50.1,,,,,,,,,,,,,
1c2c1ddd-b014-4320-9c12-662ce0c5b505,3524,3,00:12:49.841,102,49,Pressure,171,Colombia,Regular Play,Argentina,Lautaro Javier Martínez,Center Forward,"[100.8, 51.4]",0.431918,,3943077,769,779,11456,True,,,100.8,51.4,,,,,,,,,,,,,
fcafd9cf-4397-41e7-a1f8-d1bada47e63b,3638,3,00:15:14.820,105,14,Pressure,178,Argentina,Regular Play,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[86.3, 50.2]",0.57579,"['83172127-499e-48db-a385-bf391b6d8e19', 'c92896d8-f431-4797-b0af-808856508298']",3943077,779,769,28266,True,,,86.3,50.2,,,,,,,,,,,,,
0ddb8257-099b-41d5-921a-2a775b89e6af,3640,3,00:15:15.770,105,15,Pressure,178,Argentina,Regular Play,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[82.4, 57.5]",0.90519,"['ba99c0fd-1723-448a-b5dc-e458093d968e', 'd3985dd8-f572-48b1-b0ea-b49d51c8aa75']",3943077,779,769,28266,True,,,82.4,57.5,,,,,,,,,,,,,
d9a1c45a-4618-4a94-95a0-f971983cb0c7,3657,3,00:15:36.049,105,36,Pressure,180,Colombia,Regular Play,Argentina,Lautaro Javier Martínez,Center Forward,"[75.2, 26.7]",0.467427,"['b591d850-23da-4fab-a302-e9813fdc0233', 'c2c8022b-f83e-4426-9239-748a876f1bf3']",3943077,769,779,11456,True,,,75.2,26.7,,,,,,,,,,,,,
c1c25eb3-a0fa-4b9c-9a34-9e2b5154195c,3733,4,00:01:49.268,106,49,Pressure,184,Argentina,Regular Play,Colombia,Kevin Duvan Castaño Gil,Right Center Midfield,"[68.6, 49.7]",1.092263,"['69b0a745-fe72-4456-97c3-dd067cfb2141', 'a1a6743e-a7a6-4728-a0ad-ba234084e937']",3943077,779,769,60138,True,,,68.6,49.7,,,,,,,,,,,,,
8d7e9305-ddf8-4721-9d15-480eb6e620ef,3737,4,00:01:50.720,106,50,Pressure,184,Argentina,Regular Play,Colombia,Jorge Andrés Carrascal Guardo,Left Center Midfield,"[65.0, 38.2]",0.610734,['77a46ff6-ca3c-4e55-9682-d48c09ae3b0d'],3943077,779,769,28723,True,,,65.0,38.2,,,,,,,,,,,,,
b4cc5822-090f-4258-9972-b66db2bc03a2,3768,4,00:03:06.425,108,6,Pressure,185,Colombia,From Goal Kick,Colombia,Santiago Arias Naranjo,Right Back,"[68.8, 74.2]",0.568592,,3943077,769,769,5696,True,,,68.8,74.2,,,,,,,,,,,,,
7986e0f2-0a71-448c-a389-2c76e51ec549,3838,4,00:05:54.033,110,54,Pressure,190,Colombia,From Throw In,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[22.1, 43.9]",0.470593,['60694418-f925-4919-9862-7734af332855'],3943077,769,769,6193,True,,,22.1,43.9,,,,,,,,,,,,,
9939e993-625f-4620-a219-c3478faa0e1a,3858,4,00:06:06.109,111,6,Pressure,191,Argentina,Regular Play,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[45.8, 26.5]",1.169156,['6347c180-8691-40fa-bbed-b476e71722ae'],3943077,779,769,6193,True,,,45.8,26.5,,,,,,,,,,,,,
1963f9b1-fc3e-4f11-9f3c-99942cb36ae6,55,1,00:00:39.564,0,39,Pressure,3,Uruguay,Regular Play,Canada,Jonathan Osorio,Center Attacking Midfield,"[106.2, 41.4]",0.204308,,3943076,783,1833,12770,True,,,106.2,41.4,,,,,,,,,,,,,
e4f4e0fe-956c-45d5-91d2-e63b20151598,85,1,00:01:15.698,1,15,Pressure,6,Uruguay,Regular Play,Canada,Alistair Johnston,Right Back,"[80.7, 78.3]",0.462082,"['443af713-c013-496d-beb0-9b31f1fbbf81', '8e9338b3-f74b-4466-aa63-46e5bc80e0ff']",3943076,783,1833,44703,True,,,80.7,78.3,,,,,,,,,,,,,
a2a6c1bf-eb7a-4bc2-92bb-eee6af04b471,116,1,00:03:03.001,3,3,Pressure,10,Canada,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[4.9, 63.6]",0.543964,"['5a30a2c9-3c5b-4694-b949-c98a3072d9d7', 'a857a119-1e07-4598-829e-502ad35612c2']",3943076,1833,783,5247,True,,,4.9,63.6,,,,,,,,,,,,,
0eefc595-b9a5-4733-963e-a3e3255be224,163,1,00:05:10.453,5,10,Pressure,14,Uruguay,Regular Play,Canada,Mathieu Choiniere,Left Defensive Midfield,"[50.6, 32.3]",0.329546,"['f0a37167-4b23-4913-b98e-3baff45bdefa', 'f35a8e36-0a01-4ee1-ac22-8d9e287f1ecd', 'fdd35b44-345d-4bd5-8157-38e8cb915160']",3943076,783,1833,18639,True,,,50.6,32.3,,,,,,,,,,,,,
4fa39068-3a7a-4ea1-9807-09778248ab1e,169,1,00:05:12.895,5,12,Pressure,14,Uruguay,Regular Play,Canada,Alistair Johnston,Right Back,"[45.6, 62.0]",1.206661,"['189fde98-118b-44e9-aad4-24398f63eb07', '749da938-7603-4a9d-ab24-8a5aa5415360']",3943076,783,1833,44703,True,,,45.6,62.0,,,,,,,,,,,,,
848c300e-5962-45a4-8ccf-3fd9c61b16be,177,1,00:05:16.877,5,16,Pressure,15,Canada,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[73.3, 2.8]",0.16155,,3943076,1833,783,35492,True,,,73.3,2.8,,,,,,,,,,,,,
43d48255-8331-4df8-8df4-a8d2b59d2dab,180,1,00:05:18.194,5,18,Pressure,15,Canada,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[68.5, 8.2]",0.932577,['1ff864e9-8aa2-4ffc-a65f-6124c35310a7'],3943076,1833,783,34476,True,,,68.5,8.2,,,,,,,,,,,,,
66e80822-e6fe-48cc-a422-7697021580be,276,1,00:09:19.772,9,19,Pressure,22,Uruguay,Regular Play,Canada,Ali Ahmed,Right Wing,"[112.8, 61.6]",0.334992,['3c3db36e-bccb-42a9-afc4-038eb5fe5cc3'],3943076,783,1833,224628,True,,,112.8,61.6,,,,,,,,,,,,,
b687e17d-04f9-48c2-94be-6ccedfa52ff6,277,1,00:09:20.415,9,20,Pressure,22,Uruguay,Regular Play,Canada,Jonathan Osorio,Center Attacking Midfield,"[110.6, 60.3]",1.245858,['063a10d1-617e-4223-b234-7c3281b44613'],3943076,783,1833,12770,True,,,110.6,60.3,,,,,,,,,,,,,
065890ac-acea-4553-8bb7-b92ab66a61cc,295,1,00:09:58.118,9,58,Pressure,24,Canada,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[58.3, 2.0]",0.343436,"['72d3cb1a-948e-4d26-aafa-9938efd1e22e', '8c8a3016-ae50-4c4a-8bf6-f9852dab9b0a']",3943076,1833,783,35492,True,,,58.3,2.0,,,,,,,,,,,,,
430c9527-6f11-4678-9df1-c5bc2c087e72,302,1,00:10:00.465,10,0,Pressure,24,Canada,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[44.1, 3.7]",0.680015,"['8d7d7b61-eea8-4c13-943c-b7b0bebf38ce', 'a1739112-5147-44f2-8427-eef5bbe07111']",3943076,1833,783,34476,True,,,44.1,3.7,,,,,,,,,,,,,
4a600b62-2957-4a06-8d32-99e06f5ea9ae,313,1,00:10:07.469,10,7,Pressure,25,Uruguay,Regular Play,Canada,Jonathan Osorio,Center Attacking Midfield,"[110.6, 60.8]",0.318441,"['ba1047fe-54fc-4391-9ad1-94fe43975688', 'f8f1b2e8-59f7-4e48-a9b4-6bf6e728dee8']",3943076,783,1833,12770,True,,,110.6,60.8,,,,,,,,,,,,,
25d4f036-0e76-4761-8ff0-86958e135975,317,1,00:10:09.474,10,9,Pressure,25,Uruguay,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[95.2, 76.7]",0.792768,"['58b2e43f-65f8-4522-b95b-d49374c31124', '836098ce-0c9e-4bea-8235-608cf7001b17']",3943076,783,1833,133229,True,,,95.2,76.7,,,,,,,,,,,,,
c6b3de1b-5e25-4777-aaba-632110d03e86,323,1,00:10:12.474,10,12,Pressure,26,Canada,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[22.7, 2.2]",0.781067,"['26c2b39d-ae46-4806-b1d9-8eafc3355a21', '2e6f8efa-d440-430a-aab1-05bd6b4f7209']",3943076,1833,783,35492,True,,,22.7,2.2,,,,,,,,,,,,,
6def43f9-5998-4e53-a625-9c65a3aff6b6,334,1,00:10:21.279,10,21,Pressure,26,Canada,Regular Play,Canada,Moise Bombito,Left Center Back,"[67.3, 70.4]",0.161136,['cfa669f9-ca7a-4a2d-8263-769bce16f361'],3943076,1833,1833,383250,True,,,67.3,70.4,,,,,,,,,,,,,
cd9ea74b-20e8-4a55-a682-91603d14e239,356,1,00:10:37.507,10,37,Pressure,26,Canada,Regular Play,Canada,Jacob Shaffelburg,Left Wing,"[53.2, 3.9]",0.582747,"['cb84a6b9-a19c-43ab-b6f7-137f7f0a1231', 'd49c27c7-c6d6-4e8e-bca7-44520f03537d']",3943076,1833,1833,26152,True,,,53.2,3.9,,,,,,,,,,,,,
0a708e05-ad98-4549-837e-af51a640ef77,428,1,00:14:07.270,14,7,Pressure,29,Uruguay,From Throw In,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[29.8, 74.9]",0.313292,['f2704e95-3a7f-423f-8384-ed86eafee7c7'],3943076,783,783,5247,True,,,29.8,74.9,,,,,,,,,,,,,
