id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,counterpress,related_events,match_id,possession_team_id,team_id,player_id,foul_committed_advantage,foul_committed_card,foul_committed_type,off_camera,under_pressure,foul_committed_penalty,foul_committed_offensive
d6c3e649-279e-4530-98ec-c1f96d5711bc,2562,2,00:39:51.628,84,51,Foul Committed,174,Uruguay,Regular Play,Canada,Derek Cornelius,Left Center Back,"[86.8, 2.8]",0.0,,['71cb59e6-50c9-47d8-820f-2cf53b94364d'],3943076,783,1833,23760,,,,,,,
1ceb0c32-bc78-478b-aef6-08dcb3f607f0,2587,2,00:40:40.233,85,40,Foul Committed,176,Uruguay,From Throw In,Canada,Mathieu Choiniere,Left Defensive Midfield,"[17.7, 66.4]",0.0,,"['32ef5cc1-3a98-48ad-821f-dd00525c75f2', 'd77882cf-da3a-492f-9bde-0b7badb8794a']",3943076,783,1833,18639,,,,,,,
be0ed055-fa6f-440e-834c-90908ccd9933,2718,2,00:45:12.137,90,12,Foul Committed,185,Uruguay,From Corner,Canada,Ismael Koné,Right Defensive Midfield,"[51.8, 45.6]",0.0,,"['642845dd-5def-4268-9376-b6f5a3d71d0a', 'f8bc714d-4930-48a7-8280-a0b214747911']",3943076,783,1833,133229,True,,,,,,
f2991817-a92d-4660-9390-ca275ee3c3d7,2803,2,00:48:33.324,93,33,Foul Committed,190,Canada,From Kick Off,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[55.7, 70.5]",0.0,,['11c89b35-36da-4621-898f-6d4cb3421cb7'],3943076,1833,783,5260,,,,,,,
a19fd782-95fd-43aa-a200-2a47fa4c24aa,191,1,00:04:18.343,4,18,Foul Committed,11,Colombia,From Throw In,Colombia,Davinson Sánchez Mina,Right Center Back,"[87.9, 57.0]",0.0,True,['3be59e34-9840-4bd8-a86d-7c0ed408e7e0'],3942852,769,769,3494,,,,,,,
5dc8675e-399c-4cfb-b437-061f50aad290,447,1,00:11:11.744,11,11,Foul Committed,26,Colombia,Regular Play,Uruguay,Sebastián Enzo Cáceres Ramos,Right Back,"[68.3, 70.5]",0.0,,"['b6f6e9ba-fc1a-4e20-aa1a-58130539f0d1', 'c8345e41-f9be-48a1-8a52-74710e1e8e24']",3942852,769,783,35690,,,,,,,
ea2eeb90-ad44-4b47-8794-b869ade01b81,717,1,00:18:50.514,18,50,Foul Committed,43,Colombia,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Midfield,"[13.2, 14.0]",0.0,,"['2f652130-d1ac-42f3-b8de-186b1d342abb', '612d0465-0fe8-46be-92b0-74b4914920b1']",3942852,769,783,35492,,,,,,,
6ac48fb9-b70a-448f-9b21-551ec9722017,831,1,00:22:57.362,22,57,Foul Committed,50,Uruguay,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Right Wing,"[61.3, 38.0]",0.0,True,['960586d2-b50b-4637-993d-dc201c456f25'],3942852,783,769,27277,,,,,,,
01a9f03d-b59b-48f5-b1fc-21a7cbeb3fb6,899,1,00:24:33.403,24,33,Foul Committed,52,Colombia,Regular Play,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[57.0, 36.8]",0.0,True,"['482bdbc4-5f20-4b12-908d-525298a12e0e', 'cfe5a804-23b7-45c4-ad3f-8f33ebc80e73']",3942852,769,783,5260,True,,,,,,
fa858773-ca6e-46e9-aacb-8b0120388895,913,1,00:24:44.523,24,44,Foul Committed,52,Colombia,Regular Play,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[43.5, 10.2]",0.0,,['5c87e643-a5dc-4bc4-8a77-5f9a5c0ecd44'],3942852,769,783,28729,,Yellow Card,,,,,
2f2427c5-82b0-44cd-be21-8e70f17b76ca,945,1,00:27:49.131,27,49,Foul Committed,55,Colombia,From Goal Kick,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[63.1, 15.4]",0.0,,,3942852,769,783,28729,,,Handball,,,,
0065251a-0983-4633-a951-cef7f99c2993,1009,1,00:30:00.487,30,0,Foul Committed,60,Uruguay,From Throw In,Colombia,Jefferson Andrés Lerma Solís,Left Defensive Midfield,"[58.3, 41.6]",0.0,,['a778e76d-0ee5-4b6c-b66a-86442e671c96'],3942852,783,769,5678,,,,,,,
912c4d12-3d6f-463c-b400-8862a130eab1,1025,1,00:30:26.910,30,26,Foul Committed,61,Uruguay,From Free Kick,Colombia,Daniel Muñoz Mejía,Right Back,"[34.2, 77.0]",0.0,,"['16a2194d-deb5-4bfc-be68-55602b00bd6e', '4ec8cf81-d55d-4cd5-b3db-c1d0003270ef']",3942852,783,769,27423,,Yellow Card,,,,,
9177acca-af6d-4059-83ae-47dc97813f28,1144,1,00:35:13.875,35,13,Foul Committed,68,Colombia,Regular Play,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[57.8, 35.7]",0.0,,"['74bd60c4-3fb1-42c7-ad29-d150d912f779', '860a5b6a-925c-41f8-bfbb-9e050cae1f27']",3942852,769,783,28729,True,,,,,,
c8a4c0a2-9f18-486f-b8c1-c5368ac0626f,1187,1,00:36:50.019,36,50,Foul Committed,70,Colombia,From Throw In,Uruguay,Facundo Pellistri Rebollo,Right Midfield,"[15.1, 78.5]",0.0,,['2bcda63a-3869-4128-bd8e-755cf4ff8944'],3942852,769,783,36288,,,,,,,
8b22dbf1-5a73-4e18-940c-0fb4270a0bb9,1270,1,00:42:28.099,42,28,Foul Committed,79,Colombia,From Goal Kick,Colombia,Jhon Andrés Córdoba Copete,Center Forward,"[80.5, 37.6]",0.0,,['0e113645-f9bc-460d-8864-5b752eed56da'],3942852,769,769,8817,,,,,,,
