id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,interception_outcome,possession_team_id,team_id,player_id,counterpress,under_pressure
e3f165fd-fedf-4c76-9a74-a02270066293,3754,4,00:02:54.844,107,54,Interception,185,Colombia,From Goal Kick,Colombia,Johan Andrés Mojica Palacio,Left Back,"[56.1, 3.9]",0.0,['19f4ba2b-a3d6-4895-b66b-5311b46e2b69'],3943077,Won,769,769,5691,,
7e52fae1-af58-4603-82ee-c5e563e283ef,3930,4,00:12:24.840,117,24,Interception,195,Colombia,Regular Play,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[40.7, 29.2]",0.0,['a5a0aa43-b841-4dd0-8bea-659dfb50d036'],3943077,Won,769,769,6193,True,
2e8d069d-58df-442d-8543-d597ff89628b,4075,4,00:16:25.348,121,25,Interception,203,Colombia,Regular Play,Argentina,Nicolás Alejandro Tagliafico,Left Wing Back,"[14.5, 15.8]",0.0,['61cdf496-4a60-4142-abea-01034c4e4dda'],3943077,Success In Play,769,779,5507,,
2814fe24-62aa-441e-84b6-75e99324f6fc,168,1,00:05:11.131,5,11,Interception,14,Uruguay,Regular Play,Canada,Ali Ahmed,Right Wing,"[57.6, 40.6]",0.0,['fdd35b44-345d-4bd5-8157-38e8cb915160'],3943076,Lost In Play,783,1833,224628,True,
eb9b0ff1-3adb-450d-8ed8-593c5e31cdb5,262,1,00:09:13.930,9,13,Interception,21,Canada,From Kick Off,Uruguay,Manuel Ugarte Ribeiro,Center Defensive Midfield,"[5.7, 36.0]",0.0,['9ef69c78-7ebc-41a8-a294-b5b33d4ce772'],3943076,Lost In Play,1833,783,36659,,
68f1741e-ba03-42f0-b2fa-4f33eb1da552,293,1,00:09:57.425,9,57,Interception,24,Canada,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[57.1, 72.6]",0.0,['50cf1669-5bab-43ca-8c42-8f4eb384b2b4'],3943076,Won,1833,1833,133229,True,
fc26a326-ff6d-4f15-ba87-d7f038d8b177,469,1,00:15:29.063,15,29,Interception,32,Uruguay,From Throw In,Canada,Alistair Johnston,Right Back,"[76.5, 72.3]",0.0,['0c164b84-1234-4016-9dac-fa367a05ced3'],3943076,Success In Play,783,1833,44703,,
d6a03c1f-90da-45c5-9d1c-b2a5773b328a,516,1,00:16:23.582,16,23,Interception,34,Canada,From Free Kick,Uruguay,Rodrigo Bentancur Colmán,Right Center Midfield,"[47.0, 61.8]",0.0,['feadb7f9-cfed-4bb4-a85e-8f93cbb53aee'],3943076,Lost In Play,1833,783,5260,,
da02f5c4-c007-4c14-84be-1c96d3742c62,543,1,00:17:06.447,17,6,Interception,36,Uruguay,From Free Kick,Canada,Alistair Johnston,Right Back,"[22.9, 60.6]",0.0,['ee9649f5-e9ed-4c92-bc4b-efdcd2a21fa7'],3943076,Lost In Play,783,1833,44703,,
f264dade-f502-4f92-9a3e-cf5bd46cb9b2,671,1,00:19:52.163,19,52,Interception,41,Canada,From Throw In,Uruguay,José María Giménez de Vargas,Right Center Back,"[50.7, 73.2]",0.0,['3bf6e261-68d0-4979-a7e9-0abc8966c77d'],3943076,Lost In Play,1833,783,5259,,
f38a5a8b-606e-4843-b568-dc26cf534b2f,1215,1,00:38:16.269,38,16,Interception,71,Canada,From Free Kick,Canada,Alistair Johnston,Right Back,"[48.4, 57.2]",0.0,['31f660e8-732e-4b42-82f4-9d6783eb9aef'],3943076,Success In Play,1833,1833,44703,,
880950c9-c94b-4e76-ba30-60594ef55ec4,1297,1,00:40:53.758,40,53,Interception,75,Canada,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[20.8, 5.2]",0.0,['2c58b0a7-9df9-44da-a60b-8c765dcec808'],3943076,Lost In Play,1833,783,34476,,
4a502cbd-0a78-48a7-9144-d80aa468391b,1320,1,00:41:29.946,41,29,Interception,76,Uruguay,From Goal Kick,Canada,Ali Ahmed,Right Wing,"[62.6, 48.2]",0.0,['90058a25-f764-4a5c-8179-3f25b0fc3497'],3943076,Success In Play,783,1833,224628,,
0a546ddc-6d39-4df5-90a3-5786b2f8d438,1454,1,00:45:20.700,45,20,Interception,81,Canada,From Throw In,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[10.3, 17.9]",0.0,['a77814b5-104d-40be-8589-27b3e67ca75a'],3943076,Won,1833,783,35492,,
92f3e595-9272-4370-8f84-21dc42a127b3,1473,1,00:45:36.120,45,36,Interception,81,Canada,From Throw In,Canada,Ismael Koné,Right Defensive Midfield,"[93.0, 18.3]",0.0,['34b4dfeb-740b-4943-b613-23433daa8462'],3943076,Won,1833,1833,133229,True,
82d41905-5fda-44c0-83d7-4e33905c26a9,1566,2,00:01:59.492,46,59,Interception,91,Canada,From Free Kick,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[22.0, 60.1]",0.0,['7588026d-86b9-4154-88ba-dccfbff61aeb'],3943076,Won,1833,783,5260,,
b3a469cf-11ec-43fd-b484-f2ea453dce89,1571,2,00:02:03.489,47,3,Interception,91,Canada,From Free Kick,Canada,Alistair Johnston,Right Back,"[61.6, 39.2]",0.0,['99637aa8-cb0b-4914-96ff-9a300bc54b71'],3943076,Success In Play,1833,1833,44703,True,
de3a579b-c493-4ce8-bbaa-473e65764f30,1647,2,00:05:32.176,50,32,Interception,98,Canada,Regular Play,Canada,Richie Laryea,Left Back,"[22.2, 6.6]",0.0,['7b95f4a0-15c9-44d9-aaea-574d8b0f26e7'],3943076,Won,1833,1833,16120,True,
da8efe9d-bc1d-4002-b148-3b6df1c887f2,1655,2,00:05:39.078,50,39,Interception,98,Canada,Regular Play,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[43.8, 77.9]",0.0,['6877e978-c8d5-4e16-b734-72e1a178a347'],3943076,Lost Out,1833,783,5260,,
33e77bea-4694-4cd8-8981-d6bb61b50e98,1907,2,00:13:11.999,58,11,Interception,117,Canada,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[18.4, 60.3]",0.0,['215fd742-5b16-428c-85a4-489bc3604dd4'],3943076,Lost In Play,1833,783,5247,,
8fe7778a-14be-4e7f-98f9-b1e081035196,1929,2,00:14:16.139,59,16,Interception,118,Canada,From Free Kick,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[51.1, 52.0]",0.0,['8e8ebad1-d943-4d77-9c1c-1ca3d6c14652'],3943076,Lost In Play,1833,783,5247,,
1eab855a-dc54-47d0-81b9-b10884814634,2001,2,00:16:26.885,61,26,Interception,125,Canada,Regular Play,Canada,Moise Bombito,Left Center Back,"[14.5, 8.6]",0.0,"['7660d759-7a07-49ef-9f75-eb0361ce4ca3', '8d7c8b15-ae21-470f-aa5d-4b688a1ec181']",3943076,Won,1833,1833,383250,True,True
a5f55d3e-9883-499a-af95-eda240d59e01,2151,2,00:22:23.635,67,23,Interception,139,Uruguay,From Keeper,Canada,Richie Laryea,Right Back,"[33.8, 76.6]",0.0,['54f742f8-fdd7-4662-b1b0-154014c5e878'],3943076,Lost Out,783,1833,16120,,
3aa2849c-1a4a-4bb8-a78d-744e197ed13d,2179,2,00:23:05.613,68,5,Interception,140,Uruguay,From Throw In,Canada,Derek Cornelius,Left Center Back,"[10.8, 34.4]",0.0,['cce3a282-eb6a-4477-9c34-5d5837ef3cd7'],3943076,Success In Play,783,1833,23760,,
30254037-9a84-44bd-94db-7075ff4dc4f8,2290,2,00:29:01.904,74,1,Interception,152,Canada,Regular Play,Canada,Mathieu Choiniere,Left Defensive Midfield,"[57.6, 63.8]",0.0,['9d187203-faff-4df4-91c1-0a807ce14f8a'],3943076,Won,1833,1833,18639,True,
dd52504a-7ae2-475a-90d4-f0c06ea2c26e,2332,2,00:29:52.290,74,52,Interception,155,Uruguay,From Throw In,Canada,Ismael Koné,Right Defensive Midfield,"[56.4, 13.9]",0.0,['28a77bc9-7bf0-483f-86f2-9303ccbc356a'],3943076,Lost In Play,783,1833,133229,,
fc1c3192-a827-4d9d-b7da-dbe611c8537d,2509,2,00:37:05.488,82,5,Interception,168,Uruguay,From Throw In,Canada,Derek Cornelius,Left Center Back,"[50.1, 24.7]",0.0,['e0bb7956-4d44-445a-8655-283e80266e45'],3943076,Lost In Play,783,1833,23760,,
3913a815-9cf8-4269-8e00-b5319b3f40f7,2715,2,00:45:04.963,90,4,Interception,185,Uruguay,From Corner,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[42.5, 32.2]",0.0,['2d609ff5-1347-4c84-9ff3-3797710057c3'],3943076,Won,783,783,5247,True,
5a9488fe-d1e6-4171-9399-32418ef558fb,27,1,00:00:24.168,0,24,Interception,2,Colombia,From Kick Off,Uruguay,José María Giménez de Vargas,Right Center Back,"[25.0, 39.5]",0.0,['a33e8ebc-8a3a-4974-b2d0-8903e7278d2e'],3942852,Success In Play,769,783,5259,,
dea41aa5-ead5-4241-96f0-898d03d5842c,156,1,00:03:29.973,3,29,Interception,10,Colombia,Regular Play,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[41.5, 63.5]",0.0,['c7d864ad-5f26-462f-a65d-efd9fef35976'],3942852,Won,769,783,28729,,
dde736e0-604b-47e8-92a3-8d169e80fc2c,180,1,00:04:12.857,4,12,Interception,11,Colombia,From Throw In,Colombia,Davinson Sánchez Mina,Right Center Back,"[89.5, 68.7]",0.0,['900a012b-df20-4553-8cc6-293d72423c36'],3942852,Won,769,769,3494,True,
7eb0731b-d7ec-4aa3-bc4b-be4ddd6f4f00,515,1,00:13:19.302,13,19,Interception,31,Colombia,From Throw In,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[45.7, 8.8]",0.0,['e65a3376-9c6c-4100-90b3-777b46323c0d'],3942852,Lost Out,769,783,28729,,
d52fca8e-c83d-4787-a1c3-2f1109ae5ba0,670,1,00:18:08.338,18,8,Interception,41,Colombia,Regular Play,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[51.9, 34.0]",0.0,['815da0b1-edae-4a1e-bc82-766a2e9f3e63'],3942852,Success In Play,769,783,5260,,
050a5875-d7cb-4f39-a122-466838d5768a,824,1,00:22:53.433,22,53,Interception,50,Uruguay,Regular Play,Uruguay,Mathías Olivera Miramontes,Left Back,"[51.9, 16.4]",0.0,['d21eff53-7412-4e8f-b328-e6ccfd1754fc'],3942852,Won,783,783,7104,True,
bf8482b4-f9c3-4770-838d-f0788025d48e,894,1,00:24:28.786,24,28,Interception,51,Uruguay,From Free Kick,Colombia,Richard Rios Montoya,Right Defensive Midfield,"[34.8, 41.6]",0.0,['2cc202dd-2126-4aa9-8aa8-d229c2d5d577'],3942852,Success In Play,783,769,49395,,
b0c1f046-4666-4200-8146-e34d298e8081,943,1,00:27:48.865,27,48,Interception,55,Colombia,From Goal Kick,Colombia,Jhon Adolfo Arias Andrade,Right Wing,"[61.5, 62.4]",0.0,,3942852,Lost In Play,769,769,27277,,
4f4a4763-efae-4c61-b4a7-e0f421792bdd,1059,1,00:32:07.434,32,7,Interception,63,Colombia,Regular Play,Uruguay,Mathías Olivera Miramontes,Left Back,"[29.3, 28.2]",0.0,['c9f11320-f4c1-4a51-8dec-dcdb4f6121dd'],3942852,Success In Play,769,783,7104,,
ad95dc3b-6725-4659-a261-58183fcee7b9,1285,1,00:43:18.397,43,18,Interception,81,Colombia,From Throw In,Uruguay,José María Giménez de Vargas,Left Center Back,"[20.5, 10.3]",0.0,['7806ba45-7779-4016-813c-27ae26123fec'],3942852,Lost Out,769,783,5259,,
c5a8816a-fc43-4c6b-86d4-13ae716c275c,1941,2,00:22:38.583,67,38,Interception,124,Colombia,From Keeper,Uruguay,José María Giménez de Vargas,Left Center Back,"[25.4, 53.0]",0.0,['604ea718-eda4-4ae1-84e2-e5d6e080bdd1'],3942852,Success In Play,769,783,5259,True,
74acbd19-ce85-46da-810e-9d8d71e83c32,2047,2,00:26:54.369,71,54,Interception,131,Colombia,From Goal Kick,Colombia,Johan Andrés Mojica Palacio,Left Back,"[27.1, 27.3]",0.0,"['0ffb9edc-fbcb-4208-a742-af8e59b516ae', '63b14133-3a04-488c-a2d0-59536c018b9c']",3942852,Won,769,769,5691,True,True
84e2b6c7-a28d-4306-8357-ed31aae79f0d,2605,2,00:44:59.216,89,59,Interception,163,Colombia,Regular Play,Colombia,Andrés Mateus Uribe Villa,Right Center Midfield,"[73.5, 63.7]",0.0,['0fb27a4a-2108-4ea7-a683-166b066ea001'],3942852,Won,769,769,6193,True,
e23e84f9-1e38-4efb-b9eb-b688877b33a9,2668,2,00:45:56.986,90,56,Interception,166,Uruguay,From Throw In,Colombia,Carlos Eccehomo Cuesta Figueroa,Left Center Back,"[15.6, 30.4]",0.0,['ca61dd53-b007-43b2-8ea5-fcc151de3918'],3942852,Lost In Play,783,769,28567,,
3e5d51b7-46bd-4ffd-8d4d-26798c8c2fb2,59,1,00:01:01.454,1,1,Interception,3,Argentina,Regular Play,Canada,Moise Bombito,Right Center Back,"[48.5, 70.0]",0.0,['c7ecfa46-3800-4de0-9a06-c645d2c04ad0'],3942785,Lost Out,779,1833,383250,,
a2a0be25-4f82-48de-a024-91ef6d3782c9,142,1,00:02:29.429,2,29,Interception,8,Canada,Regular Play,Canada,Derek Cornelius,Left Center Back,"[10.0, 27.1]",0.0,['3ca9006a-8925-463a-be55-edcce7f3c3ad'],3942785,Won,1833,1833,23760,True,
e4f7010a-dab5-42ff-ba1f-8d64940ab0c0,150,1,00:02:34.996,2,34,Interception,8,Canada,Regular Play,Argentina,Rodrigo Javier De Paul,Right Defensive Midfield,"[93.9, 63.2]",0.0,['2495d7b2-b703-4b09-a450-d3a7151211b7'],3942785,Lost In Play,1833,779,7797,,
72dff14a-64b9-4c24-a215-29e83d2a3c40,159,1,00:02:40.370,2,40,Interception,8,Canada,Regular Play,Argentina,Cristian Gabriel Romero,Right Center Back,"[69.8, 64.1]",0.0,['c49de47a-86cb-4d3c-bef1-2e3c825a7702'],3942785,Won,1833,779,20572,,
91ac091c-0e51-49b1-a746-71b5c609cdf5,211,1,00:04:19.637,4,19,Interception,12,Canada,Regular Play,Argentina,Alexis Mac Allister,Left Midfield,"[52.1, 17.4]",0.0,['871bd10c-f140-47db-97f9-387b576df0a5'],3942785,Lost In Play,1833,779,27886,True,
644e7709-317e-4c1a-b68b-5ad0539c2ac8,599,1,00:13:23.225,13,23,Interception,33,Canada,Regular Play,Canada,Alphonso Davies,Left Back,"[27.5, 9.8]",0.0,['9c454991-bfba-498b-8dae-be2a8a75ad89'],3942785,Won,1833,1833,12365,True,
93c2ceaa-9f5f-44f0-900b-72b3be5612c7,633,1,00:13:59.892,13,59,Interception,34,Argentina,Regular Play,Canada,Derek Cornelius,Left Center Back,"[26.6, 23.1]",0.0,['13257086-fc6c-40b5-9a11-e0adde834fd8'],3942785,Success In Play,779,1833,23760,,
53a02fcf-21a2-4815-9ea7-9f807c321451,1071,1,00:24:23.616,24,23,Interception,50,Canada,From Kick Off,Canada,Moise Bombito,Right Center Back,"[85.8, 59.4]",0.0,['66a424aa-d42c-4551-85d8-55b5c95a43e5'],3942785,Won,1833,1833,383250,True,
0c32474e-5583-4873-b97e-a8e526801247,1120,1,00:27:26.769,27,26,Interception,54,Canada,Regular Play,Canada,Moise Bombito,Right Center Back,"[28.6, 72.9]",0.0,,3942785,Won,1833,1833,383250,True,
0658a1ca-b3a9-43ed-9a6c-3fb91b3ab167,1341,1,00:31:15.872,31,15,Interception,58,Argentina,Regular Play,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[65.8, 40.1]",0.0,['1ec901a2-e96e-42b6-adfd-3cbc5aba36ab'],3942785,Won,779,1833,11187,,
b0fbbbf0-b77f-434b-a00a-3ea388df0e40,1772,1,00:42:21.912,42,21,Interception,78,Argentina,Regular Play,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[54.7, 0.9]",0.0,['f09fbb35-9be9-4af7-b795-a70d3f3aae96'],3942785,Lost Out,779,1833,11187,,
655213f2-3949-4e68-b70d-6ccf673de480,1821,1,00:43:24.836,43,24,Interception,81,Argentina,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[56.7, 45.9]",0.0,['36e2d052-76eb-448e-895a-065f9924932e'],3942785,Won,779,1833,133229,,
6c22a0cb-37ba-4273-9fdc-c8a6c15f3279,2078,2,00:03:27.883,48,27,Interception,91,Canada,Regular Play,Argentina,Gonzalo Ariel Montiel,Right Back,"[10.1, 52.6]",0.0,['85bb8266-55b2-4ee2-be1f-d04d072b7113'],3942785,Success In Play,1833,779,28263,,
f28fc070-9dc4-4a7b-912c-14848653f1d2,2123,2,00:05:17.635,50,17,Interception,94,Argentina,From Throw In,Canada,Ismael Koné,Right Defensive Midfield,"[9.0, 34.3]",0.0,['9f5d83f8-24d0-4811-b9b1-f02f5b83fd36'],3942785,Won,779,1833,133229,,
46f80f2e-25fe-4c72-9653-3dc140acdaed,2486,2,00:16:50.708,61,50,Interception,111,Canada,Regular Play,Canada,Alistair Johnston,Right Back,"[90.8, 70.4]",0.0,['7b86cc46-88ba-43c4-b1cf-b2f1a602bd0d'],3942785,Won,1833,1833,44703,,
3b0744a8-d9db-4198-bbb0-5e23277f8a9e,3106,2,00:38:10.024,83,10,Interception,134,Canada,Regular Play,Argentina,Nicolás Iván González,Left Midfield,"[21.6, 20.1]",0.0,['1737a227-676c-45d3-b9d0-868c6402cc4f'],3942785,Won,1833,779,20687,,
b6f0f72c-9efc-4459-8f93-a96b0c3dbd44,3439,2,00:48:23.154,93,23,Interception,150,Canada,Regular Play,Argentina,Exequiel Alejandro Palacios,Left Defensive Midfield,"[65.1, 7.2]",0.0,['d6a9bb3c-bdfa-4f22-ba72-651aef7990c9'],3942785,Won,1833,779,28268,True,
b06b42a8-7930-4977-ae95-0d3ddf911bdc,553,1,00:22:57.945,22,57,Interception,40,Panama,Regular Play,Panama,Edgar Yoel Bárcenas Herrera,Left Wing,"[43.6, 32.9]",0.0,['e378b93b-41e9-4bf4-9b9d-eb754a352f25'],3942416,Won,798,798,5637,True,
2d66a473-d378-4ebf-b95c-e3d6ef461c46,906,1,00:31:04.152,31,4,Interception,59,Colombia,Regular Play,Colombia,Richard Rios Montoya,Right Center Midfield,"[43.4, 30.4]",0.0,['a6c7a9e5-8fac-4c65-9c11-a1f061468d6d'],3942416,Won,769,769,49395,True,
59c0aaf0-0f6a-463f-aa07-bcd09f752163,977,1,00:32:07.642,32,7,Interception,61,Colombia,Regular Play,Panama,Michael Amir Murillo Bermudez,Right Wing Back,"[42.6, 74.2]",0.0,['1c2842b2-d215-491c-aa38-b4962fb18534'],3942416,Lost In Play,769,798,5641,,
5cc04847-79f8-4598-b12a-d65f41d887d0,1154,1,00:39:49.810,39,49,Interception,74,Colombia,Regular Play,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[72.9, 27.3]",0.0,['a0d13b6d-f6f2-43c3-b0d4-67d8db1cf025'],3942416,Lost In Play,769,798,16637,,
ffa6af98-ff35-44db-824b-636f0f2bc7a6,1187,1,00:42:07.646,42,7,Interception,77,Panama,From Free Kick,Panama,Roderick Alonso Miller Molina,Left Center Back,"[45.8, 27.5]",0.0,['9fef47b0-53e3-472a-82e9-c8192f36d661'],3942416,Success In Play,798,798,22256,,
0fcdce72-2313-4c0b-9127-73dde20db500,1494,2,00:02:40.464,47,40,Interception,91,Panama,Regular Play,Colombia,Richard Rios Montoya,Right Center Midfield,"[45.9, 30.2]",0.0,['46356b4f-b397-415c-8b7e-60fb077f39ce'],3942416,Lost In Play,798,769,49395,True,
ffc9b004-0620-474e-8a85-47942f5c50a6,1548,2,00:03:31.784,48,31,Interception,91,Panama,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[36.6, 2.8]",0.0,['2138fbd2-8b3e-43dc-8898-1810bd0b4da5'],3942416,Lost Out,798,769,27277,,
c104b800-3c1a-481e-9836-cbb427967359,1763,2,00:09:59.991,54,59,Interception,103,Panama,Regular Play,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[50.2, 71.1]",0.0,['e8d847af-dbae-4e51-8c5f-2a1289c0acfe'],3942416,Won,798,798,16637,,
68f2d453-9edb-4618-bc0c-a5f461d99ea6,2050,2,00:16:46.276,61,46,Interception,115,Panama,Regular Play,Panama,Edgar Yoel Bárcenas Herrera,Left Wing,"[62.2, 14.2]",0.0,['16b47fa5-76b8-44e6-8f16-e27c7eefdcfd'],3942416,Won,798,798,5637,True,
c6486ce0-ed58-4478-9561-c39063c8d526,2125,2,00:24:00.021,69,0,Interception,122,Panama,Regular Play,Panama,Carlos Miguel Harvey Cesneros,Center Back,"[19.0, 14.9]",0.0,"['190b1526-a2f0-4ec9-8511-8bac0acd32fa', 'a7a447ef-1f69-4e3d-8c3a-9f8a91b8a2b8']",3942416,Won,798,798,34148,True,True
44bf8f21-30ee-4a48-ba84-2cfdb332c0dc,2483,2,00:35:27.070,80,27,Interception,136,Colombia,From Goal Kick,Panama,Edgardo Isaac Fariña Wynter,Right Center Back,"[41.3, 67.4]",0.0,['5187997c-9fe8-404c-9af8-3f3ab357cae8'],3942416,Success In Play,769,798,260212,,
9a790b55-f676-43df-afd9-5dfd15f7411e,2568,2,00:38:04.789,83,4,Interception,141,Panama,From Keeper,Colombia,Andrés Mateus Uribe Villa,Center Defensive Midfield,"[44.6, 74.5]",0.0,['2ed73ec7-8187-4334-a64f-99e6265f102a'],3942416,Lost Out,798,769,6193,,
f522c865-18f5-4b85-87d9-9fcb97737f8f,240,1,00:07:17.240,7,17,Interception,19,Uruguay,From Throw In,Brazil,Danilo Luiz da Silva,Right Back,"[21.0, 73.9]",0.0,['59482645-92c3-4a99-82ea-b040799fcb68'],3942415,Lost In Play,783,781,3063,,
3473b879-076d-483c-bcbd-41a143239d06,414,1,00:10:56.949,10,56,Interception,25,Uruguay,From Throw In,Brazil,Danilo Luiz da Silva,Right Back,"[17.1, 56.0]",0.0,['297964df-a64a-4bd8-a307-2852a28a6187'],3942415,Lost In Play,783,781,3063,,
a5d63df2-d4d0-42f4-97ef-0236a6617e11,633,1,00:20:23.623,20,23,Interception,41,Uruguay,Regular Play,Brazil,Lucas Tolentino Coelho de Lima,Center Attacking Midfield,"[57.7, 77.0]",0.0,['cfcbf087-648e-4cb9-a45f-031e62c8c4f0'],3942415,Lost Out,783,781,22600,True,
e2749b12-c563-4a51-aba1-bf02ce6f4e8d,653,1,00:21:10.296,21,10,Interception,43,Brazil,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[69.1, 48.1]",0.0,['54b7b682-d036-4b84-971b-fc75045adfd2'],3942415,Lost In Play,781,783,5247,,
19fb71c4-3242-4f3b-abaa-66dd4b8375c4,800,1,00:27:36.961,27,36,Interception,51,Uruguay,Regular Play,Brazil,Rodrygo Silva de Goes,Left Wing,"[78.7, 65.1]",0.0,['00b69a98-33cb-4d80-8f35-e11c9721416b'],3942415,Lost In Play,783,781,25104,,
7e58ff50-b24b-4600-abff-fb9a91dd77c6,807,1,00:27:44.258,27,44,Interception,51,Uruguay,Regular Play,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[14.8, 41.4]",0.0,"['23c9dce5-debe-49ac-b8af-56b96a2dde1a', '92ef1b96-4ae0-4a32-823b-db82a35be1c5']",3942415,Lost Out,783,783,5247,,True
1e31c6d4-ef04-4d68-8e3d-00b83c04bf0b,925,1,00:35:46.877,35,46,Interception,64,Brazil,From Throw In,Uruguay,José María Giménez de Vargas,Right Center Back,"[29.6, 21.2]",0.0,['54238ecf-0bff-42f7-b9a7-1d3b7eac3ad2'],3942415,Lost In Play,781,783,5259,,
