id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,50_50,match_id,possession_team_id,team_id,player_id,counterpress,out
271544d2-94a7-4580-961a-07b036a7efc0,2089,2,00:19:38.791,64,38,50/50,133,Uruguay,Regular Play,Canada,Jacob Shaffelburg,Left Wing,"[71.3, 1.2]",0.0,True,['fea83de9-6a64-4fdc-b26a-f2cac8def838'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3943076,783,1833,26152,,True
fea83de9-6a64-4fdc-b26a-f2cac8def838,2090,2,00:19:38.791,64,38,50/50,133,Uruguay,Regular Play,Uruguay,Cristian Gonzalo Olivera Ibarra,Left Wing,"[48.8, 78.9]",0.0,True,['271544d2-94a7-4580-961a-07b036a7efc0'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3943076,783,783,36706,,
c2eb39cf-2a4d-4f54-aec5-c6053c311c6c,183,1,00:04:14.782,4,14,50/50,11,Colombia,From Throw In,Colombia,Davinson Sánchez Mina,Right Center Back,"[95.5, 61.6]",0.0,True,['853bdcbd-0c56-418e-8ce9-eb2d5dea384c'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942852,769,769,3494,True,
853bdcbd-0c56-418e-8ce9-eb2d5dea384c,184,1,00:04:14.782,4,14,50/50,11,Colombia,From Throw In,Uruguay,Mathías Olivera Miramontes,Left Back,"[24.6, 18.5]",0.0,True,['c2eb39cf-2a4d-4f54-aec5-c6053c311c6c'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942852,769,783,7104,,
2a3cd955-16a8-4cad-992b-b674d73b1cc6,2245,2,00:32:18.068,77,18,50/50,141,Uruguay,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Center Forward,"[39.8, 43.1]",0.0,True,"['14e287b7-cb31-46dc-8248-1eee6e3c5a5e', 'fc668fc9-3d3d-4612-866b-009b5dd18d41']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942852,783,769,27158,,
14e287b7-cb31-46dc-8248-1eee6e3c5a5e,2246,2,00:32:18.068,77,18,50/50,141,Uruguay,Regular Play,Uruguay,Sebastián Enzo Cáceres Ramos,Right Center Back,"[80.3, 37.0]",0.0,True,['2a3cd955-16a8-4cad-992b-b674d73b1cc6'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942852,783,783,35690,True,
0d45aeda-5080-41cf-bfcb-68fc9aa26db2,175,1,00:02:56.719,2,56,50/50,8,Canada,Regular Play,Canada,Richie Laryea,Right Midfield,"[107.5, 58.7]",0.0,True,['ecf788e0-c035-4c68-a104-f108d9e8c5e7'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942785,1833,1833,16120,,
ecf788e0-c035-4c68-a104-f108d9e8c5e7,176,1,00:02:56.719,2,56,50/50,8,Canada,Regular Play,Argentina,Alexis Mac Allister,Left Midfield,"[12.6, 21.4]",0.0,True,['0d45aeda-5080-41cf-bfcb-68fc9aa26db2'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942785,1833,779,27886,,True
ac0abeb5-408c-4b8b-a33d-13af98d53569,2002,2,00:02:15.845,47,15,50/50,91,Canada,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[69.2, 12.6]",0.0,True,['06194e14-3faa-42f9-98e0-50ae8ace3756'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942785,1833,1833,133229,,
06194e14-3faa-42f9-98e0-50ae8ace3756,2003,2,00:02:15.845,47,15,50/50,91,Canada,Regular Play,Argentina,Rodrigo Javier De Paul,Right Defensive Midfield,"[50.9, 67.5]",0.0,True,['ac0abeb5-408c-4b8b-a33d-13af98d53569'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942785,1833,779,7797,,
cb975d16-6cd6-4dfc-9c5d-828aae594fe8,2570,2,00:20:13.094,65,13,50/50,116,Canada,From Keeper,Canada,Alphonso Davies,Left Back,"[98.7, 20.5]",0.0,True,['2dc15fae-f612-4caf-b8f7-c57fafe88573'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942785,1833,1833,12365,,
2dc15fae-f612-4caf-b8f7-c57fafe88573,2571,2,00:20:13.094,65,13,50/50,116,Canada,From Keeper,Argentina,Rodrigo Javier De Paul,Right Defensive Midfield,"[21.4, 59.6]",0.0,True,['cb975d16-6cd6-4dfc-9c5d-828aae594fe8'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942785,1833,779,7797,,
a69b2075-4be9-4f93-899e-3e0c36645b66,2796,2,00:29:55.846,74,55,50/50,126,Canada,Regular Play,Argentina,Alexis Mac Allister,Left Midfield,"[10.4, 20.6]",0.0,True,['df909836-1a37-42ec-8e61-d12b83cae809'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942785,1833,779,27886,,
df909836-1a37-42ec-8e61-d12b83cae809,2797,2,00:29:55.846,74,55,50/50,126,Canada,Regular Play,Canada,Tanitoluwa Oluwaseyi,Right Center Forward,"[109.7, 59.5]",1.148555,True,['a69b2075-4be9-4f93-899e-3e0c36645b66'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942785,1833,1833,224603,True,
4ff45fe2-9494-43c4-a7ce-aa909565d0e0,3073,2,00:37:39.760,82,39,50/50,134,Canada,Regular Play,Argentina,Exequiel Alejandro Palacios,Left Defensive Midfield,"[69.5, 18.5]",0.0,True,"['17bcab45-9640-4871-a7c8-19881dd8d10e', '2537ccfb-394e-4a7a-84ff-d81771fdb81c']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942785,1833,779,28268,,
2537ccfb-394e-4a7a-84ff-d81771fdb81c,3074,2,00:37:39.760,82,39,50/50,134,Canada,Regular Play,Canada,Cyle Larin,Left Center Forward,"[50.6, 61.6]",0.0,True,['4ff45fe2-9494-43c4-a7ce-aa909565d0e0'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942785,1833,1833,16459,,
8f2af2bf-6cb0-4028-ac9f-63e8fe1d5103,119,1,00:01:32.836,1,32,50/50,3,Panama,Regular Play,Colombia,Davinson Sánchez Mina,Right Center Back,"[63.7, 61.4]",0.0,True,['bd5f45ee-c3a4-444b-835a-a586b7ab72e3'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942416,798,769,3494,,
bd5f45ee-c3a4-444b-835a-a586b7ab72e3,120,1,00:01:32.836,1,32,50/50,3,Panama,Regular Play,Panama,Christian Jesús Martinez,Right Defensive Midfield,"[56.4, 18.7]",0.0,True,['8f2af2bf-6cb0-4028-ac9f-63e8fe1d5103'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942416,798,798,16637,,
3bd9d4d7-7f20-4a9b-94a1-965ade8f5df0,1386,2,00:00:44.558,45,44,50/50,86,Panama,From Kick Off,Colombia,Richard Rios Montoya,Right Center Midfield,"[69.0, 58.4]",0.0,True,"['3b9f67a1-a392-464a-bc42-cb57ba226903', '9e0833a1-7733-4438-ba9a-6ca645715220']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942416,798,769,49395,,
9e0833a1-7733-4438-ba9a-6ca645715220,1387,2,00:00:44.558,45,44,50/50,86,Panama,From Kick Off,Panama,Erick Javier Davis Grajales,Left Wing Back,"[51.1, 21.7]",0.0,True,['3bd9d4d7-7f20-4a9b-94a1-965ade8f5df0'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942416,798,798,5634,True,
d870c906-4e1a-499d-8c63-96d0c046b310,1900,2,00:12:05.307,57,5,50/50,106,Colombia,Regular Play,Colombia,Daniel Muñoz Mejía,Right Back,"[98.1, 60.5]",0.33056,True,['46c963b0-ef84-460b-8b1e-2e9372dcd771'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942416,769,769,27423,,
46c963b0-ef84-460b-8b1e-2e9372dcd771,1901,2,00:12:05.307,57,5,50/50,106,Colombia,Regular Play,Panama,Erick Javier Davis Grajales,Left Wing Back,"[22.0, 19.6]",0.0,True,['d870c906-4e1a-499d-8c63-96d0c046b310'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942416,769,798,5634,,
4afffc8f-7d9d-486e-89b3-1971f3d9e42b,189,1,00:06:16.075,6,16,50/50,16,Uruguay,Regular Play,Brazil,Lucas Tolentino Coelho de Lima,Center Attacking Midfield,"[64.4, 71.3]",0.0,True,"['5ac29e4a-8ce6-4825-a98b-d25e56973ced', 'bb4e4fe4-7770-4f7e-9c4c-48d361b1e504']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942415,783,781,22600,True,
5ac29e4a-8ce6-4825-a98b-d25e56973ced,190,1,00:06:16.075,6,16,50/50,16,Uruguay,Regular Play,Uruguay,Manuel Ugarte Ribeiro,Center Defensive Midfield,"[55.7, 8.8]",0.0,True,['4afffc8f-7d9d-486e-89b3-1971f3d9e42b'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942415,783,783,36659,True,
2ac76b9c-2725-42d4-8758-e25656fc7eba,1043,1,00:41:36.205,41,36,50/50,74,Uruguay,Regular Play,Brazil,Guilherme Antonio Arana Lopes,Left Back,"[71.2, 6.2]",0.0,True,['4903e3a1-9b2b-4f51-885e-7a8d58199fa5'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942415,783,781,6919,True,
4903e3a1-9b2b-4f51-885e-7a8d58199fa5,1044,1,00:41:36.205,41,36,50/50,74,Uruguay,Regular Play,Uruguay,José María Giménez de Vargas,Right Center Back,"[48.9, 73.9]",0.0,True,['2ac76b9c-2725-42d4-8758-e25656fc7eba'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942415,783,783,5259,,
f17dd4a7-c77e-4624-9464-bbe82e1d5cdd,1606,2,00:08:33.499,53,33,50/50,103,Uruguay,Regular Play,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[30.9, 48.0]",0.40623,True,"['d94ee755-123f-459c-9fda-eea81656af70', 'daf044db-fd85-457e-8d1b-f6d8de2f3a59']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942415,783,781,48720,True,
daf044db-fd85-457e-8d1b-f6d8de2f3a59,1607,2,00:08:33.499,53,33,50/50,103,Uruguay,Regular Play,Uruguay,Diego Nicolás De La Cruz Arcosa,Left Center Midfield,"[89.2, 32.1]",0.0,True,['f17dd4a7-c77e-4624-9464-bbe82e1d5cdd'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942415,783,783,28729,,
053eb8c2-bc31-4439-9c25-2191cc571262,1715,2,00:11:20.750,56,20,50/50,111,Brazil,From Throw In,Uruguay,Federico Santiago Valverde Dipetta,Right Center Midfield,"[36.8, 68.3]",0.0,True,['b10d7679-ab8b-44f6-905a-e2e87a7b581e'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942415,781,783,6773,,
b10d7679-ab8b-44f6-905a-e2e87a7b581e,1716,2,00:11:20.750,56,20,50/50,111,Brazil,From Throw In,Brazil,João Victor Gomes da Silva,Left Defensive Midfield,"[83.3, 11.8]",0.0,True,['053eb8c2-bc31-4439-9c25-2191cc571262'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942415,781,781,48720,True,
0368ec01-3d7c-4460-956a-b8af8fc774ca,1185,1,00:33:35.397,33,35,50/50,53,Peru,From Throw In,Peru,Sergio Fernando Peña Flores,Right Center Midfield,"[65.7, 66.9]",0.0,True,"['7bdb0f95-a76e-4593-b68c-9fc1fcb133a6', 'd149978c-06e3-4142-b08a-3edaec679e4a']","{'outcome': {'id': 1, 'name': 'Lost'}}",3939986,784,784,10836,,
d149978c-06e3-4142-b08a-3edaec679e4a,1186,1,00:33:35.397,33,35,50/50,53,Peru,From Throw In,Argentina,Alejandro Garnacho Ferreyra,Left Wing,"[54.4, 13.2]",0.0,True,['0368ec01-3d7c-4460-956a-b8af8fc774ca'],"{'outcome': {'id': 4, 'name': 'Won'}}",3939986,784,779,52129,,
8ff3f1ce-d6ba-4e05-973d-8ca5199eb82c,120,1,00:02:26.858,2,26,50/50,7,Venezuela,From Goal Kick,Canada,Jonathan Osorio,Right Defensive Midfield,"[63.8, 41.5]",0.0,True,['5efc665e-520d-4f15-acc9-5cf91c3ccb26'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942229,3563,1833,12770,,
5efc665e-520d-4f15-acc9-5cf91c3ccb26,121,1,00:02:26.858,2,26,50/50,7,Venezuela,From Goal Kick,Venezuela,Yangel Clemente Herrera Ravelo,Left Center Midfield,"[56.3, 38.6]",0.0,True,['8ff3f1ce-d6ba-4e05-973d-8ca5199eb82c'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942229,3563,3563,16249,,
17cbb58f-f364-4c00-9b41-79c9c002dca4,1224,1,00:36:49.087,36,49,50/50,77,Venezuela,From Throw In,Canada,Moise Bombito,Right Center Back,"[25.2, 72.7]",0.0,True,['28b929e9-4955-4232-a1f8-2a15cb126e84'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942229,3563,1833,383250,,
28b929e9-4955-4232-a1f8-2a15cb126e84,1225,1,00:36:49.087,36,49,50/50,77,Venezuela,From Throw In,Venezuela,Yangel Clemente Herrera Ravelo,Left Center Midfield,"[94.9, 7.4]",0.0,True,['17cbb58f-f364-4c00-9b41-79c9c002dca4'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942229,3563,3563,16249,,
bf568ff0-6339-425b-99c5-10c4f7d41ff5,2415,2,00:23:33.634,68,33,50/50,149,Canada,Regular Play,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[27.2, 65.1]",0.0,True,"['0246e932-757f-461e-929d-15a883d700d5', '1020b2e3-5300-4f8e-8560-15499ff00681']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942229,1833,3563,49587,,
0246e932-757f-461e-929d-15a883d700d5,2416,2,00:23:33.634,68,33,50/50,149,Canada,Regular Play,Canada,Liam Millar,Left Wing,"[92.9, 15.0]",0.0,True,['bf568ff0-6339-425b-99c5-10c4f7d41ff5'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942229,1833,1833,23363,,
ace00988-467b-4ec9-ae7c-db35780cf0ed,2979,2,00:45:21.871,90,21,50/50,190,Venezuela,From Throw In,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[80.5, 27.4]",0.0,True,['8350b818-2641-4623-9434-beb54c3b5bd0'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942229,3563,1833,224603,,
8350b818-2641-4623-9434-beb54c3b5bd0,2980,2,00:45:21.871,90,21,50/50,190,Venezuela,From Throw In,Venezuela,Nahuel Adolfo Ferraresi Hernández,Right Center Back,"[39.6, 52.7]",0.0,True,['ace00988-467b-4ec9-ae7c-db35780cf0ed'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942229,3563,3563,49587,,
2385c2e1-572e-412a-8c7b-ce4b9c6199eb,3051,2,00:47:31.325,92,31,50/50,192,Canada,Regular Play,Canada,Ismael Koné,Right Defensive Midfield,"[91.8, 59.1]",0.463307,True,['903235bc-0a74-4d8b-a982-944d45675715'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942229,1833,1833,133229,,
903235bc-0a74-4d8b-a982-944d45675715,3052,2,00:47:31.325,92,31,50/50,192,Canada,Regular Play,Venezuela,Yangel Clemente Herrera Ravelo,Left Defensive Midfield,"[28.3, 21.0]",0.0,True,['2385c2e1-572e-412a-8c7b-ce4b9c6199eb'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942229,1833,3563,16249,,
2672dae0-b408-4245-affa-525da86570c8,443,1,00:10:24.895,10,24,50/50,22,Ecuador,Regular Play,Ecuador,Piero Martín Hincapié Reyna,Left Back,"[115.7, 9.4]",0.0,True,['1d2ddb6b-5e30-418b-911f-cb73ae49c3fa'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942228,3565,3565,38004,,
1d2ddb6b-5e30-418b-911f-cb73ae49c3fa,444,1,00:10:24.895,10,24,50/50,22,Ecuador,Regular Play,Argentina,Lisandro Martínez,Left Center Back,"[4.4, 70.7]",0.0,True,['2672dae0-b408-4245-affa-525da86570c8'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942228,3565,779,27768,,True
d550d33d-5853-4b33-851e-1a039bd365f1,1429,1,00:40:12.099,40,12,50/50,73,Argentina,Regular Play,Ecuador,Moisés Isaac Caicedo Corozo,Center Attacking Midfield,"[51.5, 75.2]",0.0,True,['328561f6-385c-4093-bc99-88ea3b61bd49'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942228,779,3565,37726,True,
328561f6-385c-4093-bc99-88ea3b61bd49,1430,1,00:40:12.099,40,12,50/50,73,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[68.6, 4.9]",0.0,True,['d550d33d-5853-4b33-851e-1a039bd365f1'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942228,779,779,38718,True,
a2991ce8-d01d-42c1-b46d-5eabf1d12b6d,101,1,00:05:05.830,5,5,50/50,10,Canada,From Free Kick,Canada,Cyle Larin,Center Forward,"[116.6, 66.2]",0.0,True,"['35099ec2-b8ab-4338-b81f-9d0959f68252', 'b74df757-9075-4c60-8f9b-09c80b4c4ebf']","{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,1833,1833,16459,,
b74df757-9075-4c60-8f9b-09c80b4c4ebf,102,1,00:05:05.830,5,5,50/50,11,Chile,Regular Play,Chile,Gabriel Alonso Suazo Urbina,Left Back,"[3.5, 13.9]",0.0,True,['a2991ce8-d01d-42c1-b46d-5eabf1d12b6d'],"{'outcome': {'id': 4, 'name': 'Won'}}",3939985,3562,3562,36212,,
9f74ce47-4313-4efc-9eb3-3db1913f9621,430,1,00:14:11.003,14,11,50/50,26,Chile,From Throw In,Chile,Darío Esteban Osorio Osorio,Right Wing,"[78.6, 59.3]",0.0,True,['f6d8cc19-fda6-4c97-b18b-70b09202544a'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,3562,3562,204925,,
f6d8cc19-fda6-4c97-b18b-70b09202544a,431,1,00:14:11.003,14,11,50/50,26,Chile,From Throw In,Canada,Derek Cornelius,Left Center Back,"[41.5, 20.8]",0.0,True,['9f74ce47-4313-4efc-9eb3-3db1913f9621'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3939985,3562,1833,23760,,
f4939db9-a467-4e09-a9e3-7ecf18a9c373,697,1,00:23:05.673,23,5,50/50,39,Canada,From Free Kick,Canada,Alphonso Davies,Left Back,"[76.9, 7.2]",0.0,True,['615fdc7a-1381-4dd0-b3c5-fea0b53d147a'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,1833,1833,12365,,
615fdc7a-1381-4dd0-b3c5-fea0b53d147a,698,1,00:23:05.673,23,5,50/50,39,Canada,From Free Kick,Chile,Rodrigo Eduardo Echeverría Sáez,Left Defensive Midfield,"[43.2, 72.9]",0.0,True,['f4939db9-a467-4e09-a9e3-7ecf18a9c373'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3939985,1833,3562,35738,,
734e6297-22c0-45ec-91c8-31a2fd486628,1812,2,00:12:36.277,57,36,50/50,100,Chile,From Throw In,Chile,Marcos Nikolas Bolados Hidalgo,Left Midfield,"[100.0, 4.1]",0.0,True,['6c9b37af-18d1-44a4-8682-4f684a9baade'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,3562,3562,35939,True,
90e2f48f-4437-4bd8-a326-073255ebf5a4,2381,2,00:31:48.763,76,48,50/50,136,Canada,From Goal Kick,Chile,Marcos Nikolas Bolados Hidalgo,Right Midfield,"[44.3, 32.4]",0.0,True,"['5725b220-4bc5-41e4-b1e1-698bbcc4b617', '9b7ebabb-78cf-42d3-a1a2-2534f71e2c0a']","{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,1833,3562,35939,,
5725b220-4bc5-41e4-b1e1-698bbcc4b617,2382,2,00:31:48.763,76,48,50/50,136,Canada,From Goal Kick,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,"[75.8, 47.7]",0.0,True,['90e2f48f-4437-4bd8-a326-073255ebf5a4'],"{'outcome': {'id': 4, 'name': 'Won'}}",3939985,1833,1833,11187,,
c71d4d53-0f8a-4431-a0f7-cf9083db05fb,2435,2,00:33:20.773,78,20,50/50,139,Chile,From Throw In,Chile,Alexis Alejandro Sánchez Sánchez,Center Forward,"[98.7, 74.5]",0.0,True,['594be7c5-1135-4c74-a0a7-0bdd3d175484'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939985,3562,3562,3385,,
594be7c5-1135-4c74-a0a7-0bdd3d175484,2436,2,00:33:20.773,78,20,50/50,139,Chile,From Throw In,Canada,Jonathan Osorio,Right Defensive Midfield,"[21.4, 5.6]",0.0,True,['c71d4d53-0f8a-4431-a0f7-cf9083db05fb'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3939985,3562,1833,12770,,
cc5fb990-0c44-4685-b6ed-a7143fd85b79,132,1,00:02:46.220,2,46,50/50,8,Colombia,Regular Play,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[98.1, 23.7]",0.0,True,['d8b9933f-1798-423a-8005-f387c81f94f9'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939984,769,769,8817,,
d8b9933f-1798-423a-8005-f387c81f94f9,133,1,00:02:46.220,2,46,50/50,8,Colombia,Regular Play,Costa Rica,Jeyland Yahir Mitchell Baltodano,Right Center Back,"[22.0, 56.4]",0.0,True,['cc5fb990-0c44-4685-b6ed-a7143fd85b79'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3939984,769,795,143385,,
7b7baf05-2b36-4589-892b-5c018f936a52,742,1,00:24:05.252,24,5,50/50,42,Costa Rica,From Goal Kick,Costa Rica,Warren Steven Madrigal Molina,Left Attacking Midfield,"[76.0, 25.3]",0.0,True,['084d380b-9e2f-4ff2-80da-74902dbbf588'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939984,795,795,154895,True,
084d380b-9e2f-4ff2-80da-74902dbbf588,743,1,00:24:05.252,24,5,50/50,42,Costa Rica,From Goal Kick,Colombia,Richard Rios Montoya,Right Center Midfield,"[44.1, 54.8]",0.0,True,['7b7baf05-2b36-4589-892b-5c018f936a52'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3939984,795,769,49395,,
fc7cbef2-8660-4381-b9c2-3a1abaefc713,1578,2,00:06:23.944,51,23,50/50,98,Costa Rica,From Throw In,Costa Rica,Juan Pablo Vargas Campos,Center Back,"[66.7, 22.8]",0.0,True,['cc27ac94-5cfd-456e-8ab7-ea6e674c7a20'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939984,795,795,27163,,
cc27ac94-5cfd-456e-8ab7-ea6e674c7a20,1579,2,00:06:23.944,51,23,50/50,98,Costa Rica,From Throw In,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[53.4, 57.3]",0.0,True,['fc7cbef2-8660-4381-b9c2-3a1abaefc713'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3939984,795,769,8817,,
c41f525c-0185-4bd0-8bed-fb15444b4e8c,1626,2,00:08:25.599,53,25,50/50,103,Costa Rica,From Goal Kick,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[32.7, 57.0]",0.0,True,['16b14f71-7fe3-4a4f-9853-2926bfc9dea0'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3939984,795,769,5678,,
16b14f71-7fe3-4a4f-9853-2926bfc9dea0,1627,2,00:08:25.599,53,25,50/50,103,Costa Rica,From Goal Kick,Costa Rica,Warren Steven Madrigal Molina,Center Forward,"[87.4, 23.1]",0.0,True,['c41f525c-0185-4bd0-8bed-fb15444b4e8c'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3939984,795,795,154895,True,
